day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_decor_kept_cat_tree_p50,board_decor_kept_cat_tree_p95,board_decor_kept_cat_tree_mean,board_decor_kept_cherry_tree_p50,board_decor_kept_cherry_tree_p95,board_decor_kept_cherry_tree_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,checkin_missed_p50,checkin_missed_p95,checkin_missed_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,energy_out_hatching_p50,energy_out_hatching_p95,energy_out_hatching_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_in_step_chest_p50,gold_in_step_chest_p95,gold_in_step_chest_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,step_chests_opened_p50,step_chests_opened_p95,step_chests_opened_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,workshop_box_opened_p50,workshop_box_opened_p95,workshop_box_opened_mean,workshop_gift_accessory_p50,workshop_gift_accessory_p95,workshop_gift_accessory_mean,workshop_gift_flower_p50,workshop_gift_flower_p95,workshop_gift_flower_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,love_petals_in_workshop_dupe_p50,love_petals_in_workshop_dupe_p95,love_petals_in_workshop_dupe_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean,diamonds_in_board_milestone_p50,diamonds_in_board_milestone_p95,diamonds_in_board_milestone_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,energy_overflow_cutoff_p50,energy_overflow_cutoff_p95,energy_overflow_cutoff_mean,bond_points_gain_p50,bond_points_gain_p95,bond_points_gain_mean,gold_out_capacity_expansion_p50,gold_out_capacity_expansion_p95,gold_out_capacity_expansion_mean
52,0.0,0.0,0,0.0,1.0,0.36,,,,,,,0.0,2.0,0.58,2.0,4.549999999999997,2.22,1.0,2.549999999999997,0.92,1.0,3.0,1.12,1.0,2.0,0.7,1.5,3.0,1.64,1.0,4.0,1.44,14.5,28.099999999999994,15.44,0.0,0.0,0,0.0,1.0,0.1,0.0,0.0,0,0.0,0.0,0,28.0,28.0,26.56,900.0,970.0,898,15000.0,15000.0,13299,820.0,6920.0,2636,10.0,20.0,9.3,50.0,50.0,50,4950.0,4950.0,4950,0.0,0.0,360,1.0,1.0,0.64,,,,50.0,150.0,81,150.0,150.0,135,,,,10.0,10.0,10,100.0,100.0,99,28.0,28.0,26.64,,,,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,1.98,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,8.98,1.0,1.0,1,0.0,0.0,0.04,0.0,1.0,0.28,0.0,0.0,0.04,0.0,1.0,0.24,0.0,1.0,0.08,10.0,44.2499999999999,14.6,,,,,,,20.0,36.499999999999915,14.2,,,,,,,4950.0,4950.0,3366,4.0,4.0,4,0.0,0.0,140
53,0.0,0.0,0,0.0,1.0,0.44,,,,,,,0.0,2.0,0.46,2.0,5.0,2.38,1.0,2.549999999999997,1.14,1.0,3.0,1.16,1.0,2.0,0.8,1.0,2.549999999999997,1.1,1.0,4.0,1.5,14.0,27.749999999999986,15.58,0.0,0.0,0,0.0,1.0,0.16,30.0,30.0,25.2,0.0,0.0,0,28.0,28.0,26.64,925.0,1000.0,923.2,15000.0,15000.0,14262,805.0,6930.0,2644,15.0,20.0,12.1,50.0,50.0,50,4950.0,4950.0,4950,0.0,0.0,360,1.0,1.0,0.58,,,,100.0,200.0,97,0.0,0.0,0,,,,10.0,10.0,10,100.0,100.0,99,28.0,28.0,26.64,,,,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,1.98,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,8.98,2.0,2.0,2,0.0,0.0,0.04,1.0,1.5499999999999972,0.62,0.0,1.0,0.14,0.0,1.0,0.24,0.0,0.0,0.04,20.0,60.0,22.8,,,,,,,20.0,70.0,20,,,,,,,4950.0,4950.0,3627,4.0,4.0,4,,,
54,0.0,0.0,0,0.0,2.0,0.42,,,,,,,0.0,1.5499999999999972,0.38,2.0,4.0,1.86,1.0,3.0,1.14,1.0,3.0,0.94,1.0,3.0,0.98,1.0,4.0,1.58,2.0,4.0,1.68,13.0,27.099999999999994,15.48,0.0,0.0,0,0.0,1.0,0.2,0.0,0.0,0,0.0,0.0,0,28.0,28.0,26.64,925.0,1000.0,923.2,15000.0,15000.0,14775,765.0,6667.5,1701,10.0,25.0,11.2,50.0,50.0,50,4950.0,4950.0,4950,,,,1.0,1.0,0.62,,,,100.0,200.0,106,200.0,200.0,160,,,,10.0,10.0,10,100.0,100.0,99,28.0,28.0,27.28,,,,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,1.98,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,8.98,2.0,2.0,2,0.0,0.0,0.04,0.0,2.0,0.52,0.0,1.0,0.08,0.0,1.0,0.28,0.0,0.0,0.02,20.0,54.2499999999999,21.7,,,,,,,20.0,60.99999999999994,22.6,,,,,,,4950.0,4950.0,4437,4.0,4.0,4,0.0,7000.0,1120
55,0.0,0.0,0,0.0,1.0,0.38,,,,,,,0.0,2.0,0.46,2.0,4.0,1.96,1.0,3.0,0.98,1.0,3.0,1.28,1.0,2.0,0.86,1.0,3.549999999999997,1.46,1.0,4.0,1.52,13.0,29.0,14.36,0.0,0.0,0,0.0,0.0,0.04,40.0,40.0,38.4,0.0,0.0,0,28.0,28.0,27.28,970.0,1040.0,963.6,15000.0,15000.0,12849,725.0,6677.5,1708,10.0,15.0,8.4,50.0,50.0,50,4950.0,4950.0,4950,0.0,18000.0,2880,1.0,1.0,0.54,,,,100.0,227.49999999999986,92,0.0,0.0,0,,,,10.0,10.0,10,100.0,100.0,95,28.0,28.0,27.28,,,,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,1.9,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,8.9,1.0,1.0,1,0.0,0.0,0.04,0.0,1.0,0.28,0.0,1.0,0.14,0.0,1.0,0.26,0.0,0.5499999999999972,0.06,10.0,44.2499999999999,10.4,0.0,0.0,2,,,,20.0,50.0,13.2,,,,,,,4950.0,4950.0,3996,4.0,4.0,4,,,
56,0.0,0.0,0,0.0,1.0,0.42,,,,,,,0.0,2.0,0.44,2.0,4.0,2.12,1.0,3.549999999999997,1.3,1.0,3.549999999999997,1.34,0.5,2.0,0.62,1.0,3.0,1.32,1.0,3.0,1.42,18.0,32.55,19.36,0.0,0.0,0,0.0,1.0,0.18,0.0,0.0,0,0.0,0.0,0,28.0,28.0,27.28,970.0,1040.0,963.6,15000.0,15000.0,13704,985.0,6765.0,1582,12.5,52.749999999999986,15.1,50.0,50.0,50,4950.0,4950.0,4950,,,,1.0,1.0,0.64,,,,100.0,227.49999999999986,96,350.0,350.0,287,,,,10.0,10.0,10,100.0,100.0,99,28.0,28.0,27.52,,,,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,1.98,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,8.98,2.0,2.0,2,0.0,1.0,0.18,0.5,1.5499999999999972,0.56,0.0,1.0,0.08,0.0,1.0,0.22,0.0,0.5499999999999972,0.06,20.0,65.49999999999997,25.9,,,,,,,70.0,70.0,60.2,,,,50.0,50.0,41,4950.0,4950.0,4095,4.0,4.0,4,0.0,3849.99999999998,420
57,0.0,0.0,0,0.0,2.0,0.4,,,,,,,0.0,2.0,0.5,2.0,4.549999999999997,2.06,1.0,2.549999999999997,1.12,1.5,3.549999999999997,1.52,0.0,2.0,0.62,1.0,3.0,1.28,2.0,3.0,1.5,13.0,27.549999999999997,16.06,0.0,0.0,0,0.0,1.0,0.12,0.0,0.0,0,0.0,0.0,0,28.0,28.0,27.52,980.0,1045.5,970.6,15000.0,15000.0,13713,1020.0,6499.999999999998,1387,10.0,20.0,10.6,50.0,50.0,50,4950.0,4950.0,4950,0.0,9899.999999999949,1080,1.0,1.0,0.68,,,,100.0,200.0,87,100.0,100.0,88,,,,10.0,10.0,10,100.0,100.0,100,28.0,28.0,27.68,,,,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,0.0,1.0,0.08,1.0,1.5499999999999972,0.58,0.0,0.0,0.04,0.0,1.0,0.2,0.0,1.0,0.08,20.0,35.0,18.3,,,,0.0,50.0,7,20.0,70.0,22.8,,,,,,,4950.0,4950.0,3861,4.0,4.0,4,0.0,0.0,280
58,0.0,0.0,0,0.0,2.0,0.5,,,,,,,0.0,1.0,0.4,2.0,4.0,1.86,1.0,2.549999999999997,0.96,1.0,3.0,1.28,1.0,2.0,0.86,1.5,4.0,1.68,1.0,3.0,1.42,12.0,23.099999999999994,12.74,0.0,0.0,0,0.0,1.0,0.08,20.0,20.0,18.4,0.0,0.0,0,28.0,28.0,27.68,1030.0,1095.5,1023,15000.0,15000.0,13992,1005.0,6504.999999999998,1390,10.0,15.0,10,50.0,50.0,50,4950.0,4950.0,4950,0.0,0.0,720,1.0,1.0,0.62,,,,100.0,200.0,91,0.0,0.0,0,,,,10.0,10.0,10,100.0,100.0,98,28.0,28.0,27.68,,,,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,1.96,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,8.96,1.0,1.0,1,0.0,0.5499999999999972,0.06,0.0,1.0,0.44,0.0,1.0,0.1,0.0,1.0,0.22,0.0,0.5499999999999972,0.06,5.0,25.0,7.2,,,,50.0,50.0,34,0.0,20.0,7.8,,,,,,,4950.0,4950.0,3951,4.0,4.0,4,,,
59,0.0,0.0,0,0.0,1.5499999999999972,0.36,,,,,,,0.0,1.0,0.24,2.0,5.0,2.14,1.0,3.0,1.04,1.0,3.0,1.34,0.0,2.0,0.72,1.0,4.0,1.64,1.0,4.0,1.52,13.0,26.0,14.6,0.0,0.0,0,0.0,1.0,0.08,0.0,0.0,0,0.0,0.0,0,28.0,28.0,27.68,1030.0,1105.5,1031,15000.0,15000.0,14487,1165.0,6614.999999999998,1526,10.0,20.0,10.7,50.0,50.0,50,4950.0,4950.0,4950,,,,1.0,1.0,0.54,,,,75.0,250.0,88,150.0,150.0,138,,,,10.0,10.0,10,100.0,100.0,100,28.0,28.0,27.68,,,,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,0.0,0.0,0.02,1.0,1.5499999999999972,0.62,0.0,1.0,0.16,0.0,1.0,0.28,0.0,0.0,0.02,20.0,70.0,22.5,,,,0.0,50.0,8,20.0,70.0,21.8,,,,,,,4950.0,4950.0,4455,4.0,4.0,4,,,
60,0.0,0.0,0,0.0,1.5499999999999972,0.36,,,,,,,0.0,1.0,0.48,3.0,5.0,2.44,1.0,2.0,1,1.0,3.0,1.12,1.0,2.0,0.78,1.0,4.0,1.46,1.0,3.549999999999997,1.36,16.5,26.0,16.9,0.0,0.0,0,0.0,1.0,0.08,30.0,30.0,27.6,0.0,0.0,0,28.0,28.0,27.68,1060.0,1140.0,1059.6,15000.0,15000.0,14874,1100.0,4374.999999999987,1385,10.0,25.0,10.8,50.0,50.0,50,4950.0,4950.0,4950,,,,1.0,1.0,0.54,,,,100.0,200.0,89,0.0,0.0,0,,,,10.0,10.0,10,100.0,100.0,100,28.0,28.0,27.76,,,,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,0.0,0.5499999999999972,0.06,0.5,1.5499999999999972,0.56,0.0,1.0,0.08,0.0,1.0,0.34,0.0,0.0,0.04,20.0,65.49999999999997,25.5,,,,0.0,0.0,1,20.0,70.0,25.4,,,,,,,4950.0,4950.0,4563,4.0,4.0,4,0.0,0.0,140
61,0.0,0.0,0,0.0,2.0,0.52,,,,,,,0.0,1.0,0.36,1.5,4.0,1.66,1.0,3.0,1.28,1.0,2.549999999999997,0.94,1.0,3.0,1.12,1.0,3.549999999999997,1.54,2.0,3.549999999999997,1.58,12.5,24.099999999999994,13.26,0.0,0.0,0,0.0,1.0,0.1,0.0,0.0,0,0.0,0.0,0,28.0,28.0,27.76,1060.0,1140.0,1060.6,15000.0,15000.0,14739,1285.0,2065.0,1315,5.0,17.749999999999986,8.4,75.0,75.0,75,4950.0,4950.0,4950,0.0,0.0,360,1.0,1.0,0.68,,,,100.0,227.49999999999986,120,200.0,200.0,180,,,,10.0,10.0,10,100.0,100.0,100,28.0,28.0,27.92,25.0,25.0,25,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,1.0,1.0,1,0.0,0.0,0.02,0.0,1.0,0.18,0.0,0.5499999999999972,0.06,0.0,1.0,0.22,0.0,0.0,0.04,10.0,44.2499999999999,13.4,0.0,0.0,1,,,,20.0,50.0,15.8,,,,,,,4950.0,4950.0,4725,4.0,4.0,4,0.0,0.0,280
62,0.0,0.0,0,0.0,2.0,0.52,,,,,,,0.0,1.5499999999999972,0.36,2.0,4.0,1.84,1.0,2.0,0.88,1.0,3.0,1.34,1.0,2.0,0.66,2.0,3.549999999999997,1.68,2.0,4.0,1.68,14.0,24.099999999999994,15.18,0.0,0.0,0,0.0,1.0,0.08,40.0,40.0,36.8,0.0,0.0,0,28.0,28.0,27.92,1100.0,1175.5,1097.4,15000.0,15000.0,14316,1245.0,2070.0,1304,7.5,25.0,9.4,100.0,100.0,100,4950.0,4950.0,4950,0.0,0.0,720,1.0,1.0,0.66,,,,50.0,200.0,77,0.0,0.0,0,,,,10.0,10.0,10,100.0,100.0,98,28.0,28.0,27.92,25.0,25.0,25,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,1.96,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,8.96,2.0,2.0,2,0.0,0.0,0.04,0.0,2.0,0.52,0.0,1.0,0.1,0.0,1.0,0.24,,,,20.0,70.0,22,,,,,,,20.0,70.0,21,,,,,,,4950.0,4950.0,4653,4.0,4.0,4,,,
63,0.0,0.0,0,0.0,1.5499999999999972,0.44,,,,,,,0.0,1.0,0.42,2.0,4.0,2.02,1.0,2.0,1.06,1.0,3.0,1.4,0.0,2.0,0.64,1.0,3.0,1.52,1.5,3.0,1.5,19.0,30.549999999999997,20.02,0.0,0.0,0,0.0,1.0,0.16,0.0,0.0,0,0.0,0.0,0,28.0,28.0,27.92,1100.0,1175.5,1097.4,15000.0,15000.0,14613,1755.0,2557.5,1703,15.0,43.74999999999993,15,0.0,0.0,0,4950.0,4950.0,4950,,,,1.0,1.0,0.52,,,,100.0,177.49999999999986,85,350.0,350.0,294,,,,10.0,10.0,10,100.0,100.0,100,28.0,28.0,28,25.0,25.0,25,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,0.0,0.5499999999999972,0.06,0.0,1.5499999999999972,0.5,0.0,1.0,0.16,0.0,1.0,0.28,0.0,0.0,0.04,20.0,78.24999999999996,28.8,,,,,,,70.0,70.0,65.2,250.0,250.0,250,50.0,50.0,42,4950.0,4950.0,4653,4.0,4.0,4,0.0,0.0,140
64,0.0,0.0,0,0.0,2.0,0.44,,,,,,,0.0,2.0,0.32,2.0,4.0,2.04,1.0,2.549999999999997,1.04,1.0,4.0,1.18,0.5,2.0,0.68,1.0,3.549999999999997,1.54,2.0,4.0,1.76,13.0,28.0,14.1,0.0,0.0,0,0.0,1.0,0.1,0.0,0.0,0,0.0,0.0,0,28.0,28.0,28,1100.0,1175.5,1097.4,15000.0,15000.0,14613,1840.0,2695.0,1789,7.5,17.749999999999986,8.1,25.0,25.0,25,4950.0,4950.0,4950,0.0,0.0,360,1.0,1.0,0.64,,,,100.0,200.0,86,100.0,100.0,90,,,,10.0,10.0,10,100.0,100.0,100,28.0,28.0,28,25.0,25.0,25,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,1.0,1.0,1,0.0,0.0,0.02,0.0,1.0,0.3,0.0,1.0,0.08,0.0,1.0,0.26,0.0,0.0,0.02,10.0,25.0,10.3,,,,,,,20.0,70.0,17.2,,,,,,,4950.0,4950.0,4590,4.0,4.0,4,,,
65,0.0,0.0,0,0.0,1.5499999999999972,0.36,,,,,,,0.0,2.0,0.44,2.0,4.0,2.04,1.0,3.0,1.14,1.0,3.0,1.22,1.0,4.0,1.06,1.0,3.0,1.3,1.0,3.549999999999997,1.44,14.5,27.0,15.46,0.0,0.0,0,0.0,1.0,0.14,20.0,20.0,17.2,0.0,0.0,0,28.0,28.0,28,1120.0,1195.5,1114.6,15000.0,15000.0,14838,1925.0,2632.4999999999995,1809,10.0,20.0,10.3,50.0,50.0,50,4950.0,4950.0,4950,,,,1.0,1.0,0.66,,,,100.0,250.0,110,0.0,0.0,0,,,,10.0,10.0,10,100.0,100.0,100,28.0,28.0,28,25.0,25.0,25,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,0.0,0.0,0.02,0.0,2.0,0.54,0.0,1.0,0.08,0.0,1.0,0.24,0.0,0.0,0.02,20.0,65.49999999999997,24.4,,,,,,,20.0,70.0,22.2,,,,,,,4950.0,4950.0,4725,4.0,4.0,4,,,
66,0.0,0.0,0,0.0,1.5499999999999972,0.36,,,,,,,0.0,1.0,0.34,2.0,5.0,2.02,1.0,2.549999999999997,1.08,1.0,2.0,1.18,1.0,2.549999999999997,0.86,2.0,3.0,1.84,1.0,3.0,1.32,14.0,23.099999999999994,14.52,0.0,0.0,0,0.0,1.0,0.18,0.0,0.0,0,0.0,0.0,0,28.0,28.0,28,1120.0,1195.5,1114.6,15000.0,15000.0,14937,1985.0,2737.5,1939,7.5,22.749999999999986,8.7,75.0,75.0,75,4950.0,4950.0,4950,,,,1.0,1.0,0.54,,,,100.0,177.49999999999986,97,150.0,150.0,123,,,,10.0,10.0,10,100.0,100.0,100,28.0,28.0,28,25.0,25.0,25,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,0.0,1.0,0.12,1.0,2.0,0.74,0.0,1.0,0.08,0.0,1.0,0.26,0.0,1.0,0.12,10.0,35.0,18,,,,,,,20.0,36.499999999999915,19.6,,,,,,,4950.0,4950.0,4851,4.0,4.0,4,,,
67,0.0,0.0,0,0.0,1.0,0.32,,,,,,,0.0,2.0,0.56,2.0,4.0,2.12,1.0,2.0,0.94,1.0,3.0,1.2,1.0,2.0,0.84,2.0,3.0,1.62,1.0,3.549999999999997,1.4,14.0,26.64999999999999,15.08,0.0,0.0,0,0.0,1.0,0.22,30.0,30.0,23.4,0.0,0.0,0,28.0,28.0,28,1135.0,1220.0,1138,15000.0,15000.0,15000,1995.0,2747.5,1938,10.0,17.749999999999986,8.4,100.0,100.0,100,4950.0,4950.0,4950,,,,1.0,1.0,0.6,,,,100.0,177.49999999999986,89,0.0,0.0,0,,,,10.0,10.0,10,100.0,100.0,100,28.0,28.0,28,25.0,25.0,25,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,1.0,1.0,1,0.0,0.0,0.04,0.0,1.0,0.24,0.0,1.0,0.08,0.0,1.0,0.22,0.0,1.0,0.1,10.0,25.0,11.9,,,,,,,10.0,36.499999999999915,12.2,,,,,,,4950.0,4950.0,4887,4.0,4.0,4,,,
68,0.0,0.0,0,0.0,1.0,0.32,,,,,,,0.0,2.0,0.38,2.0,4.549999999999997,2.3,1.0,3.0,1.2,1.0,3.0,1.26,1.0,2.0,0.66,1.0,3.549999999999997,1.38,1.0,3.549999999999997,1.5,13.5,29.099999999999994,15.56,0.0,0.0,0,0.0,1.0,0.1,0.0,0.0,0,0.0,0.0,0,28.0,28.0,28,1135.0,1220.0,1138,15000.0,15000.0,15000,2155.0,3007.5,2121,10.0,20.0,10.1,100.0,100.0,100,4950.0,4950.0,4950,,,,1.0,1.0,0.56,,,,100.0,177.49999999999986,93,200.0,200.0,180,,,,10.0,10.0,10,100.0,100.0,100,28.0,28.0,28,,,,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,0.0,0.0,0.02,0.0,2.0,0.56,0.0,1.0,0.12,0.0,1.0,0.24,0.0,1.0,0.08,20.0,70.0,24.5,,,,,,,20.0,70.0,22.8,,,,,,,4950.0,4950.0,4950,4.0,4.0,4,,,
69,0.0,0.0,0,0.0,1.0,0.24,,,,,,,0.0,2.0,0.48,2.0,4.0,2.12,1.0,3.0,1.06,1.0,3.0,1.1,0.0,2.0,0.62,2.0,3.0,1.72,2.0,3.0,1.66,13.5,24.64999999999999,15.62,0.0,0.0,0,0.0,1.0,0.2,40.0,40.0,32,0.0,0.0,0,28.0,28.0,28,1190.0,1275.5,1193,15000.0,15000.0,15000,2165.0,2995.0,2115,10.0,15.0,8.5,100.0,100.0,100,4950.0,4950.0,4950,,,,1.0,1.0,0.74,,,,75.0,150.0,84,0.0,0.0,0,,,,10.0,10.0,10,100.0,100.0,100,28.0,28.0,28,,,,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,0.0,0.5499999999999972,0.06,0.0,2.0,0.52,0.0,1.0,0.1,0.0,1.0,0.1,0.0,0.5499999999999972,0.06,20.0,55.49999999999997,22.6,,,,0.0,50.0,23,20.0,60.99999999999994,24.2,,,,,,,4950.0,4950.0,4950,4.0,4.0,4,,,
70,0.0,0.0,0,0.0,2.0,0.56,,,,,,,0.0,2.0,0.36,2.0,4.0,1.88,1.0,3.0,1.04,1.0,2.549999999999997,1,1.0,2.0,0.88,2.0,3.0,1.64,1.0,3.549999999999997,1.64,15.5,28.549999999999997,17.2,0.0,0.0,0,0.0,1.0,0.08,0.0,0.0,0,0.0,0.0,0,28.0,28.0,28,1215.0,1285.5,1216,15000.0,15000.0,15000,2475.0,3327.5,2443,5.0,15.0,8.5,100.0,100.0,100,4950.0,4950.0,4950,,,,1.0,1.0,0.68,,,,100.0,200.0,96,350.0,350.0,322,,,,10.0,10.0,10,100.0,100.0,100,28.0,28.0,28,,,,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,1.0,1.0,1,0.0,0.0,0.02,0.0,1.0,0.44,0.0,0.0,0.04,0.0,1.0,0.26,0.0,0.0,0.02,10.0,25.0,7.6,,,,0.0,50.0,23,50.0,70.0,53.6,,,,50.0,50.0,46,4950.0,4950.0,4950,4.0,4.0,4,,,
71,0.0,0.0,0,0.0,2.0,0.48,,,,,,,0.0,1.0,0.42,2.0,4.0,2.18,1.0,2.0,0.84,1.0,3.0,1.22,0.0,1.5499999999999972,0.46,1.0,4.0,1.54,2.0,3.549999999999997,1.86,14.0,26.549999999999997,16.38,0.0,0.0,0,0.0,0.0,0.02,0.0,0.0,0,0.0,0.0,0,28.0,28.0,28,1220.0,1285.5,1219,15000.0,15000.0,15000,2535.0,3465.0,2516,10.0,20.0,10.4,100.0,100.0,100,4950.0,4950.0,4950,,,,1.0,1.0,0.58,,,,50.0,150.0,65,100.0,100.0,98,,,,10.0,10.0,10,100.0,100.0,100,28.0,28.0,28,,,,1.0,1.0,1,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,0.0,1.0,0.08,0.0,1.0,0.46,0.0,1.0,0.1,0.0,1.0,0.28,0.0,0.0,0.04,20.0,70.0,26.1,,,,0.0,27.499999999999858,3,20.0,70.0,24.2,,,,,,,4950.0,4950.0,4950,4.0,4.0,4,,,
