day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_decor_kept_cat_tree_p50,board_decor_kept_cat_tree_p95,board_decor_kept_cat_tree_mean,board_decor_kept_cherry_tree_p50,board_decor_kept_cherry_tree_p95,board_decor_kept_cherry_tree_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,diamonds_in_monthly_card_p50,diamonds_in_monthly_card_p95,diamonds_in_monthly_card_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,energy_out_hatching_p50,energy_out_hatching_p95,energy_out_hatching_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_monthly_card_p50,gold_in_monthly_card_p95,gold_in_monthly_card_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_in_step_chest_p50,gold_in_step_chest_p95,gold_in_step_chest_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,love_petals_in_monthly_card_p50,love_petals_in_monthly_card_p95,love_petals_in_monthly_card_mean,love_petals_in_workshop_dupe_p50,love_petals_in_workshop_dupe_p95,love_petals_in_workshop_dupe_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,step_chests_opened_p50,step_chests_opened_p95,step_chests_opened_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,workshop_box_opened_p50,workshop_box_opened_p95,workshop_box_opened_mean,workshop_gift_accessory_p50,workshop_gift_accessory_p95,workshop_gift_accessory_mean,workshop_gift_flower_p50,workshop_gift_flower_p95,workshop_gift_flower_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,diamonds_in_board_milestone_p50,diamonds_in_board_milestone_p95,diamonds_in_board_milestone_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,cats_out_adoption_p50,cats_out_adoption_p95,cats_out_adoption_mean,gold_in_adoption_p50,gold_in_adoption_p95,gold_in_adoption_mean,gold_out_capacity_expansion_p50,gold_out_capacity_expansion_p95,gold_out_capacity_expansion_mean,bond_points_gain_p50,bond_points_gain_p95,bond_points_gain_mean
49,0.0,0.0,0,0.5,2.0,0.6,,,,,,,0.0,1.0,0.26,2.0,4.0,2.22,1.0,2.549999999999997,1,1.0,3.0,1.22,1.0,2.0,0.7,1.0,3.0,1.46,1.0,4.0,1.54,18.0,30.549999999999997,20.18,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1960.0,1960.0,1958,3120.0,3120.0,3120,8880.0,9580.0,8909,25.0,70.49999999999997,30.3,80.0,80.0,80,6550.0,6550.0,6550,5750.0,5750.0,5750,1.0,1.0,0.64,,,,75.0,150.0,85,350.0,350.0,350,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,160.0,33,70.0,220.0,83.6,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,0.0,0.0,0.04,0.5,2.0,0.62,0.0,1.0,0.08,0.0,1.0,0.22,0.0,0.5499999999999972,0.06,,,,,,,50.0,50.0,50,1.0,1.0,1,50.0,50.0,50,,,,5.0,5.0,5
50,0.0,0.0,0,0.0,1.5499999999999972,0.48,,,,,,,0.0,1.5499999999999972,0.44,2.0,4.549999999999997,2.18,1.0,3.0,1.22,1.0,2.549999999999997,1.08,1.0,2.549999999999997,0.9,1.0,3.0,1.14,2.0,3.549999999999997,1.56,17.0,29.0,18.92,0.0,0.0,0,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28,1980.0,1980.0,1978,3920.0,3920.0,3920,9110.0,9737.5,8795,15.0,55.0,20,80.0,80.0,80,6550.0,6550.0,6550,5750.0,5750.0,5750,1.0,1.0,0.62,,,,100.0,200.0,106,100.0,100.0,100,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,28.0,28.0,28.16,20.0,20.0,20,25.0,80.0,31.3,70.0,70.0,61.6,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,0.0,0.0,0.02,1.0,2.549999999999997,1.06,0.0,1.0,0.08,0.0,1.0,0.18,0.0,1.0,0.12,,,,,,,,,,1.0,1.0,1,50.0,50.0,50,0.0,0.0,400,5.0,5.0,5
51,0.0,0.0,0,0.0,1.5499999999999972,0.46,,,,,,,0.0,2.0,0.5,2.0,4.0,2.12,1.0,3.0,1.06,1.0,2.549999999999997,1.06,0.0,3.0,0.8,1.0,3.0,1.44,2.0,3.0,1.48,18.0,31.0,19.6,0.0,0.0,0,,,,20.0,20.0,20,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28.04,2020.0,2020.0,2018,4720.0,4720.0,4720,9240.0,9840.0,8570,15.0,45.0,17.7,80.0,80.0,80,6550.0,6550.0,6550,5750.0,5750.0,5750,1.0,1.0,0.58,,,,100.0,227.49999999999986,93,0.0,0.0,0,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,96,28.0,32.0,28.32,20.0,20.0,20,30.0,70.0,33.3,70.0,70.0,55.6,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,1.92,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,8.92,3.0,3.0,3,0.0,0.0,0.04,1.0,2.0,0.92,0.0,1.0,0.14,0.0,1.0,0.28,,,,,,,,,,,,,1.0,1.0,0.96,50.0,50.0,48,0.0,0.0,400,5.0,5.0,5
52,0.0,0.0,0,0.0,1.5499999999999972,0.42,,,,,,,0.0,1.5499999999999972,0.34,2.0,4.0,1.96,1.0,3.0,1.24,1.0,3.549999999999997,1.32,1.0,2.0,0.82,1.0,3.0,1.38,1.0,3.549999999999997,1.42,17.0,26.549999999999997,17.44,0.0,0.0,0,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,29.0,28.12,2040.0,2040.0,2038,5520.0,5520.0,5520,9320.0,9870.0,6904,10.0,38.24999999999996,14.6,80.0,80.0,80,6550.0,6550.0,6550,5750.0,5750.0,5750,1.0,1.0,0.58,,,,100.0,200.0,103,150.0,150.0,150,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,95,28.0,32.0,29.12,20.0,20.0,20,20.0,78.24999999999996,29.3,50.0,70.0,52.4,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,1.9,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,8.9,2.0,2.0,2,0.0,0.0,0.02,1.0,2.0,0.62,0.0,1.0,0.1,0.0,1.0,0.26,0.0,0.5499999999999972,0.06,,,,,,,,,,1.0,1.0,0.92,50.0,50.0,46,0.0,10000.0,2000,5.0,5.0,5
53,0.0,0.0,0,0.0,1.5499999999999972,0.3,,,,,,,0.0,1.0,0.34,2.0,4.0,1.96,0.5,2.549999999999997,0.84,1.0,2.0,1.18,1.0,2.549999999999997,0.92,2.0,4.0,1.74,1.5,3.0,1.6,16.5,27.549999999999997,17.44,0.0,0.0,0,,,,30.0,30.0,30,20.0,20.0,20,0.0,0.0,0,28.0,31.0,28.74,2090.0,2090.0,2088,570.0,570.0,570,9350.0,9900.0,5697,15.0,53.24999999999996,18.7,80.0,80.0,80,6550.0,6550.0,6550,11500.0,11500.0,11500,1.0,1.0,0.7,,,,100.0,200.0,88,0.0,0.0,0,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,94,28.0,32.0,29.68,20.0,20.0,20,22.5,90.49999999999997,34.9,50.0,70.0,50.8,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,1.88,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,8.88,3.0,3.0,3,0.0,0.5499999999999972,0.06,1.0,2.0,1,0.0,1.0,0.08,0.0,1.0,0.22,,,,,,,,,,,,,2.0,2.0,1.38,100.0,100.0,69,0.0,10000.0,1400,5.0,5.0,5
54,0.0,0.0,0,0.0,2.0,0.54,,,,,,,0.0,2.0,0.48,2.0,4.0,2.08,1.0,2.0,0.8,1.0,3.0,0.96,0.0,2.0,0.62,2.0,4.0,1.72,2.0,3.549999999999997,1.64,17.5,34.55,20.22,0.0,0.0,0,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,32.0,29.12,2110.0,2110.0,2108,1370.0,1370.0,1370,455.0,9907.5,3037,17.5,50.0,20.1,80.0,80.0,80,6550.0,6550.0,6550,5750.0,5750.0,5750,1.0,1.0,0.62,,,,50.0,150.0,71,200.0,200.0,200,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,92,32.0,32.0,30.96,20.0,20.0,20,35.0,90.49999999999997,43,70.0,70.0,61.6,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,1.84,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,8.84,3.0,3.0,3,0.0,0.0,0.02,1.0,2.0,0.88,0.0,0.5499999999999972,0.06,0.0,1.0,0.28,0.0,0.0,0.04,,,,,,,,,,1.0,1.0,0.62,50.0,50.0,31,0.0,10000.0,3000,5.0,5.0,5
55,0.0,0.0,0,0.0,1.5499999999999972,0.44,,,,,,,0.0,1.0,0.42,2.0,4.0,1.92,1.0,2.0,0.88,1.0,3.0,1.44,1.0,2.0,0.72,1.0,3.0,1.26,2.0,4.549999999999997,1.8,18.0,27.0,18.1,0.0,0.0,0,,,,40.0,40.0,40,20.0,20.0,20,0.0,0.0,0,29.0,32.0,29.76,2170.0,2170.0,2168,2170.0,2170.0,2170,510.0,9887.5,1971,15.0,40.0,16.5,80.0,80.0,80,6550.0,6550.0,6550,5750.0,5750.0,5750,1.0,1.0,0.66,,,,100.0,150.0,80,0.0,0.0,0,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,94,32.0,32.0,31.44,20.0,20.0,20,20.0,70.0,27,50.0,70.0,50.6,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,1.88,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,8.88,2.0,2.0,2,0.0,0.0,0.02,0.0,1.5499999999999972,0.46,0.0,1.0,0.14,0.0,1.0,0.16,0.0,0.0,0.04,,,,,,,,,,0.0,1.0,0.36,0.0,50.0,18,0.0,10000.0,1200,5.0,5.0,5
56,0.0,0.0,0,0.0,1.0,0.42,,,,,,,0.0,1.0,0.36,2.0,4.0,2.04,1.0,3.0,1.22,1.0,3.0,1.3,0.5,2.0,0.7,1.0,3.0,1.46,1.5,3.0,1.5,20.0,30.549999999999997,20.84,0.0,0.0,0,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,30.0,32.0,30.32,2190.0,2190.0,2188,2970.0,2970.0,2970,865.0,1804.999999999999,1269,35.0,57.749999999999986,32.8,80.0,80.0,80,6550.0,6550.0,6550,5750.0,5750.0,5750,1.0,1.0,0.62,,,,100.0,200.0,96,350.0,350.0,350,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,32.0,32.0,31.92,20.0,20.0,20,30.0,146.49999999999991,45.5,70.0,220.0,99.2,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,0.0,0.0,0.04,1.0,2.0,0.78,0.0,0.0,0.04,0.0,1.0,0.3,0.0,0.0,0.04,,,,,,,50.0,50.0,50,0.0,1.0,0.44,0.0,50.0,22,0.0,10000.0,1200,5.0,5.0,5
57,0.0,0.0,0,0.0,1.5499999999999972,0.48,,,,,,,0.0,2.0,0.42,2.0,4.0,2,1.0,3.0,0.98,1.0,2.0,0.9,1.0,3.0,0.9,2.0,4.0,1.62,1.5,4.0,1.7,18.5,34.0,21,0.0,0.0,0,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,31.0,32.0,30.94,2210.0,2260.0,2212,3770.0,3770.0,3770,1095.0,2062.499999999999,1512,17.5,72.74999999999999,25.2,80.0,80.0,80,6550.0,6550.0,6550,5750.0,5750.0,5750,0.5,1.0,0.5,,,,100.0,227.49999999999986,94,100.0,100.0,100,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,32.0,32.0,31.92,20.0,20.0,20,30.0,88.24999999999996,40.8,70.0,70.0,68.4,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,0.0,0.0,0.02,1.0,2.0,0.88,0.0,0.5499999999999972,0.06,0.0,1.0,0.38,0.0,0.5499999999999972,0.06,0.0,50.0,4,,,,,,,0.0,1.0,0.38,0.0,50.0,19,,,,5.0,5.0,5
58,0.0,0.0,0,0.0,1.5499999999999972,0.34,,,,,,,0.0,1.0,0.32,2.0,4.0,2.08,1.0,2.549999999999997,1.04,1.0,2.549999999999997,1.02,1.0,3.0,1.08,2.0,3.0,1.66,1.0,3.549999999999997,1.46,16.5,26.0,17.5,0.0,0.0,0,,,,20.0,20.0,20,20.0,20.0,20,0.0,0.0,0,32.0,32.0,31.48,2300.0,2300.0,2282,4320.0,4320.0,4320,1225.0,2269.9999999999986,1671,15.0,45.49999999999997,16.8,80.0,80.0,80,6550.0,6550.0,6550,6000.0,6000.0,6000,1.0,1.0,0.64,,,,100.0,200.0,106,0.0,0.0,0,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,32.0,32.0,31.92,20.0,20.0,20,20.0,55.49999999999997,22.4,50.0,70.0,50.8,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,0.0,0.0,0.04,1.0,1.0,0.62,0.0,0.5499999999999972,0.06,0.0,1.0,0.28,0.0,0.0,0.02,50.0,50.0,30,,,,,,,0.0,1.0,0.46,0.0,50.0,23,,,,5.0,5.0,5
59,0.0,0.0,0,0.0,1.5499999999999972,0.48,,,,,,,0.0,2.0,0.5,2.0,3.0,1.92,1.0,3.0,1,1.0,3.0,1.1,0.0,2.0,0.7,2.0,3.549999999999997,1.68,1.0,4.0,1.62,19.0,32.0,20.02,0.0,0.0,0,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,31.74,2320.0,2320.0,2316,4870.0,4870.0,4870,1605.0,2622.499999999999,1973,15.0,43.24999999999996,15.3,80.0,80.0,80,6550.0,6550.0,6550,6000.0,6000.0,6000,1.0,1.0,0.58,,,,100.0,177.49999999999986,85,150.0,150.0,150,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,32.0,32.0,31.92,20.0,20.0,20,35.0,70.0,33.9,70.0,70.0,55.4,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,,,,1.0,2.549999999999997,0.96,0.0,0.5499999999999972,0.06,0.0,1.0,0.3,0.0,0.5499999999999972,0.06,0.0,50.0,14,,,,,,,1.0,1.0,0.74,50.0,50.0,37,,,,5.0,5.0,5
60,0.0,0.0,0,0.0,2.0,0.58,,,,,,,0.0,1.0,0.32,2.0,4.549999999999997,2.26,1.0,3.0,0.98,1.0,3.0,1.1,1.0,2.0,0.76,1.0,3.0,1.4,2.0,3.0,1.6,17.0,27.549999999999997,18.24,0.0,0.0,0,,,,30.0,30.0,30,20.0,20.0,20,0.0,0.0,0,32.0,32.0,31.88,2370.0,2370.0,2368,5420.0,5420.0,5420,1785.0,2852.499999999999,2133,15.0,38.24999999999996,16.1,80.0,80.0,80,6550.0,6550.0,6550,6000.0,6000.0,6000,1.0,1.0,0.54,,,,100.0,200.0,87,0.0,0.0,0,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,32.0,32.0,31.92,20.0,20.0,20,32.5,70.0,35.4,50.0,70.0,54.6,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,0.0,0.0,0.02,1.0,2.0,1.06,0.0,1.0,0.12,0.0,1.0,0.34,,,,0.0,0.0,2,,,,,,,1.0,1.0,0.86,50.0,50.0,43,,,,5.0,5.0,5
61,0.0,0.0,0,0.5,1.5499999999999972,0.56,,,,,,,0.0,2.0,0.58,2.0,4.0,2.16,1.0,3.0,1.02,1.0,2.549999999999997,1.02,1.0,2.0,0.66,1.0,3.0,1.4,2.0,3.0,1.6,19.0,29.549999999999997,19.4,0.0,0.0,0,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,31.9,2390.0,2390.0,2388,5970.0,5970.0,5970,2115.0,3227.499999999999,2496,15.0,32.749999999999986,14.8,120.0,120.0,120,6550.0,6550.0,6550,6000.0,6000.0,6000,1.0,1.0,0.56,,,,100.0,177.49999999999986,84,200.0,200.0,200,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,32.0,32.0,31.92,20.0,20.0,20,20.0,70.0,24.9,50.0,70.0,46.2,40.0,40.0,40,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,0.0,0.0,0.02,1.0,2.0,0.66,0.0,1.0,0.1,0.0,1.0,0.32,0.0,0.0,0.02,,,,,,,,,,1.0,1.0,0.98,50.0,50.0,49,,,,5.0,5.0,5
62,0.0,0.0,0,0.0,1.5499999999999972,0.4,,,,,,,0.0,1.0,0.34,2.0,4.0,2,1.0,2.549999999999997,0.98,1.0,3.0,1.24,1.0,3.0,0.94,1.0,4.549999999999997,1.6,1.0,3.549999999999997,1.5,17.0,27.0,17.7,0.0,0.0,0,0.0,0.0,1,40.0,40.0,40,20.0,20.0,20,0.0,0.0,0,32.0,32.0,31.92,2450.0,2450.0,2449,520.0,520.0,520,2295.0,3252.4999999999995,2521,15.0,45.0,16.9,160.0,160.0,160,6550.0,6550.0,6550,12000.0,12000.0,12000,1.0,1.0,0.58,,,,100.0,200.0,96,0.0,0.0,0,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,32.0,32.0,32,20.0,20.0,20,27.5,82.74999999999999,32.5,50.0,70.0,50.4,40.0,40.0,40,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,0.0,0.5499999999999972,0.06,1.0,2.0,1,0.0,0.0,0.04,0.0,1.0,0.28,0.0,1.0,0.1,,,,,,,,,,2.0,2.0,1.98,100.0,100.0,99,0.0,0.0,200,5.0,5.0,5
63,0.0,0.0,0,0.0,1.0,0.32,,,,,,,0.0,2.0,0.66,2.0,3.549999999999997,1.98,1.0,3.0,1.16,1.0,3.0,1.22,1.0,2.0,0.76,1.0,3.0,1.32,2.0,3.0,1.58,23.0,34.0,22.94,0.0,0.0,0,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,31.94,2470.0,2470.0,2469,1070.0,1070.0,1070,3225.0,4159.999999999999,3446,45.0,72.74999999999999,40.9,0.0,0.0,0,6550.0,6550.0,6550,6000.0,6000.0,6000,1.0,1.0,0.52,,,,100.0,200.0,96,350.0,350.0,350,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,32.0,32.0,32,20.0,20.0,20,30.0,60.0,31.2,70.0,150.0,77.2,40.0,40.0,40,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,0.0,0.0,0.02,1.0,2.0,0.88,0.0,1.0,0.16,0.0,1.0,0.22,0.0,1.0,0.1,,,,400.0,400.0,400,50.0,50.0,50,1.0,1.0,0.98,50.0,50.0,49,,,,5.0,5.0,5
64,0.0,0.0,0,0.0,1.0,0.34,,,,,,,0.0,1.5499999999999972,0.24,3.0,4.0,2.48,1.0,2.0,0.74,1.0,3.0,1.2,1.0,3.0,1.1,1.0,3.0,1.46,1.0,3.0,1.44,17.0,29.299999999999983,18.24,0.0,0.0,0,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,31.96,2490.0,2490.0,2489,1620.0,1620.0,1620,3455.0,4457.5,3717,17.5,60.0,22.4,40.0,40.0,40,6550.0,6550.0,6550,6000.0,6000.0,6000,1.0,1.0,0.68,,,,100.0,200.0,92,100.0,100.0,100,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,32.0,32.0,32,20.0,20.0,20,20.0,70.0,24.5,70.0,70.0,63,40.0,40.0,40,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,,,,1.0,2.0,0.64,0.0,0.5499999999999972,0.06,0.0,1.0,0.2,0.0,0.5499999999999972,0.06,,,,,,,,,,1.0,1.0,0.98,50.0,50.0,49,,,,5.0,5.0,5
65,0.0,0.0,0,0.0,1.0,0.46,,,,,,,0.0,1.0,0.32,2.0,4.0,1.98,1.0,2.0,0.92,1.0,3.0,1.28,1.0,3.0,0.98,1.0,3.549999999999997,1.54,1.0,3.0,1.52,17.0,26.0,17.4,0.0,0.0,0,,,,20.0,20.0,20,20.0,20.0,20,0.0,0.0,0,32.0,32.0,31.98,2530.0,2530.0,2529,2170.0,2170.0,2170,3635.0,4637.5,3891,15.0,50.49999999999997,17.2,80.0,80.0,80,6550.0,6550.0,6550,6000.0,6000.0,6000,1.0,1.0,0.64,,,,100.0,200.0,95,0.0,0.0,0,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,32.0,32.0,32,20.0,20.0,20,22.5,85.0,37.4,60.0,113.99999999999977,62.6,40.0,40.0,40,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,,,,1.0,2.0,0.82,0.0,1.0,0.12,0.0,1.0,0.16,0.0,1.0,0.08,,,,,,,,,,1.0,1.0,0.98,50.0,50.0,49,,,,5.0,5.0,5
66,0.0,0.0,0,0.0,1.0,0.46,,,,,,,0.0,2.0,0.62,2.0,4.0,1.8,1.0,2.549999999999997,1,1.0,3.0,1.22,1.0,3.0,1,1.0,3.549999999999997,1.4,1.0,3.0,1.5,19.5,31.099999999999994,20.3,0.0,0.0,0,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,32,2550.0,2550.0,2549,2720.0,2720.0,2720,3990.0,4972.5,4220,10.0,45.0,16.6,120.0,120.0,120,6550.0,6550.0,6550,6000.0,6000.0,6000,0.0,1.0,0.46,,,,100.0,200.0,100,150.0,150.0,150,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,32.0,32.0,32,20.0,20.0,20,20.0,82.74999999999999,32.2,50.0,70.0,52.8,40.0,40.0,40,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,0.0,0.0,0.04,1.0,2.0,1.1,0.0,1.0,0.18,0.0,1.0,0.32,0.0,0.0,0.04,,,,,,,,,,1.0,1.0,0.98,50.0,50.0,49,,,,5.0,5.0,5
67,0.0,0.0,0,0.0,2.0,0.52,,,,,,,0.0,2.0,0.52,1.0,4.0,1.7,1.0,3.0,1.16,1.0,2.0,0.92,1.0,3.0,0.92,1.0,3.0,1.48,2.0,4.0,1.78,17.0,36.64999999999999,18.36,0.0,0.0,0,,,,30.0,30.0,30,20.0,20.0,20,0.0,0.0,0,32.0,32.0,32,2600.0,2600.0,2599,3270.0,3270.0,3270,4195.0,5147.5,4404,10.0,32.749999999999986,13.4,160.0,160.0,160,6550.0,6550.0,6550,6000.0,6000.0,6000,0.0,1.0,0.48,,,,100.0,200.0,104,0.0,0.0,0,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,32.0,32.0,32,20.0,20.0,20,20.0,70.0,25.6,50.0,70.0,48.8,40.0,40.0,40,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,0.0,0.0,0.04,1.0,2.0,0.64,0.0,1.0,0.18,0.0,1.0,0.24,0.0,1.0,0.1,,,,,,,,,,1.0,1.0,1,50.0,50.0,50,,,,5.0,5.0,5
