day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,checkin_missed_p50,checkin_missed_p95,checkin_missed_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,energy_in_ads_p50,energy_in_ads_p95,energy_in_ads_mean,energy_out_hatching_p50,energy_out_hatching_p95,energy_out_hatching_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,love_petals_in_ads_p50,love_petals_in_ads_p95,love_petals_in_ads_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_ads_p50,tickets_in_ads_p95,tickets_in_ads_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,diamonds_in_board_milestone_p50,diamonds_in_board_milestone_p95,diamonds_in_board_milestone_mean,energy_overflow_cutoff_p50,energy_overflow_cutoff_p95,energy_overflow_cutoff_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,energy_out_workshop_p50,energy_out_workshop_p95,energy_out_workshop_mean,energy_out_workshop_unbox_p50,energy_out_workshop_unbox_p95,energy_out_workshop_unbox_mean,love_petals_in_workshop_p50,love_petals_in_workshop_p95,love_petals_in_workshop_mean,workshop_box_cat_accessory_p50,workshop_box_cat_accessory_p95,workshop_box_cat_accessory_mean,workshop_box_flower_seed_p50,workshop_box_flower_seed_p95,workshop_box_flower_seed_mean,workshop_box_furniture_component_p50,workshop_box_furniture_component_p95,workshop_box_furniture_component_mean,gold_out_capacity_expansion_p50,gold_out_capacity_expansion_p95,gold_out_capacity_expansion_mean,cats_out_adoption_p50,cats_out_adoption_p95,cats_out_adoption_mean,love_petals_in_adoption_p50,love_petals_in_adoption_p95,love_petals_in_adoption_mean
40,3.0,3.0,3,0.0,2.0,0.56,1.0,1.5499999999999972,0.64,3.0,5.0,2.72,1.0,3.0,1.42,1.0,3.0,1.3,1.0,3.0,1.06,2.0,4.0,2.14,2.0,5.0,2.16,16.5,26.0,15.78,6000.0,7500.0,6200,0.0,1.0,0.14,,,,0.0,0.0,0,0.0,0.0,0,28.0,28.0,27.94,760.0,850.0,762.6,1050.0,1327.4999999999998,945,6550.0,8097.499999999998,6560,10.0,17.549999999999997,9.32,50.0,50.0,50,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,2337.4999999999877,425,1.0,1.0,0.66,,,,200.0,500.0,248,200.0,200.0,172,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,20.0,1.6,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,50.0,6,0.0,0.5499999999999972,0.06,0.0,1.0,0.26,0.0,0.0,0.02,,,,,,,12000.0,12000.0,11640,1500.0,3000.0,1560,0.0,3.0,1.08,0.0,1.0,0.38,0.0,1.0,0.36,0.0,1.0,0.3,,,,0.0,0.0,0.06,0.0,0.0,0.42
41,3.0,3.0,3,1.0,2.0,0.8,1.0,1.0,0.58,3.0,5.0,2.7,1.0,3.0,1.1,2.0,3.0,1.78,1.0,3.0,1.24,2.0,4.0,2.1,2.0,4.0,1.7,16.0,20.549999999999997,15.1,6000.0,7500.0,6410,0.0,1.0,0.14,0.0,0.0,1,40.0,40.0,34.4,0.0,0.0,0,28.0,28.0,27.96,800.0,890.0,798,1000.0,1400.0,736,6750.0,8187.499999999999,6694,11.0,19.0,9.74,50.0,50.0,50,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,0.0,255,1.0,1.0,0.62,,,,200.0,400.0,234,0.0,0.0,0,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,20.0,1.6,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,27.499999999999858,4,0.0,1.0,0.08,0.0,1.0,0.24,0.0,0.5499999999999972,0.06,,,,,,,12000.0,12000.0,11760,1500.0,3000.0,1890,0.0,6.0,1.14,0.0,1.0,0.48,0.0,2.0,0.38,0.0,1.0,0.4,,,,0.0,0.0,0.04,0.0,0.0,0.88
42,3.0,3.0,3,0.0,2.549999999999997,0.7,0.0,1.0,0.46,3.0,5.0,2.96,1.0,3.0,1.22,2.0,4.0,1.72,1.0,2.549999999999997,0.88,2.0,3.549999999999997,1.94,2.0,5.0,2.12,18.0,26.549999999999997,18.58,6000.0,7500.0,6360,0.0,1.0,0.1,,,,0.0,0.0,0,0.0,0.0,0,28.0,28.0,28,800.0,890.0,798,400.0,1450.0,666,7200.0,8477.5,7119,12.0,18.549999999999997,10.66,50.0,50.0,50,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,0.0,170,1.0,1.0,0.56,,,,200.0,454.9999999999997,210,350.0,350.0,315,,,,100.0,100.0,100,28.0,28.0,28,,,,50.0,50.0,45.4,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,100.0,10,0.0,1.0,0.14,0.0,1.0,0.22,0.0,1.0,0.08,,,,50.0,50.0,45,12000.0,12000.0,11880,1500.0,3000.0,1710,0.0,3.0,1.32,0.0,1.0,0.34,0.0,1.0,0.44,0.0,1.0,0.36,,,,,,,,,
43,3.0,3.0,3,0.5,1.0,0.54,0.0,2.0,0.58,3.0,5.0,3.12,1.0,3.549999999999997,1.38,1.0,3.0,1.44,1.0,3.0,1.2,2.0,3.549999999999997,1.76,2.0,4.549999999999997,1.98,16.0,31.0,15.82,6000.0,7500.0,6300,0.0,1.0,0.1,,,,0.0,0.0,0,0.0,0.0,0,28.0,28.0,28,810.0,890.0,810,400.0,1400.0,510,7500.0,8755.0,7367,10.0,18.549999999999997,9.7,50.0,50.0,50,4700.0,4700.0,4700,9000.0,9000.0,9000,,,,0.5,1.0,0.5,,,,200.0,500.0,258,100.0,100.0,90,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,20.0,2.4,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,50.0,12,0.0,150.0,26,0.0,0.0,0.04,0.0,1.0,0.34,0.0,1.0,0.12,,,,,,,12000.0,12000.0,12000,1500.0,3000.0,1830,0.0,3.0,1.44,0.0,1.0,0.4,0.0,1.0,0.48,0.0,1.0,0.34,,,,,,,,,
44,3.0,3.0,3,0.5,2.0,0.68,0.0,2.0,0.56,2.5,5.549999999999997,2.7,1.0,2.549999999999997,1.28,2.0,4.0,1.9,1.0,3.0,0.88,1.0,4.0,1.76,2.0,4.0,2.24,14.0,26.0,15.34,6000.0,7500.0,6050,0.0,1.0,0.14,,,,20.0,20.0,17.2,0.0,0.0,0,28.0,28.0,28,870.0,946.4999999999999,862.2,400.0,909.9999999999994,421,7600.0,8877.5,7483,11.0,19.0,10.84,50.0,50.0,50,4700.0,4700.0,4700,9000.0,9000.0,9000,,,,1.0,1.0,0.54,,,,200.0,400.0,216,0.0,0.0,0,,,,100.0,100.0,100,28.0,28.0,28,,,,,,,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,50.0,50.0,35,0.0,100.0,19,0.0,1.0,0.08,0.0,1.0,0.34,0.0,0.0,0.04,,,,,,,12000.0,12000.0,12000,1500.0,3000.0,1770,0.0,3.0,1.14,0.0,1.5499999999999972,0.44,0.0,1.0,0.38,0.0,1.0,0.36,,,,,,,,,
45,3.0,3.0,3,0.0,2.0,0.52,0.0,2.0,0.62,3.0,5.0,2.92,1.0,3.0,1.48,1.0,4.0,1.56,1.0,2.0,1.02,2.0,4.0,2,1.5,4.0,1.88,14.5,30.0,15.44,6000.0,7500.0,6280,0.0,1.0,0.12,,,,0.0,0.0,0,0.0,0.0,0,28.0,28.0,28,870.0,960.0,865.2,600.0,1000.0,590,7875.0,9132.5,7765,10.0,19.0,9.92,50.0,50.0,50,4700.0,4700.0,4700,9000.0,9000.0,9000,,,,1.0,1.0,0.58,,,,250.0,500.0,250,150.0,150.0,132,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,20.0,2,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,27.499999999999858,3,0.0,0.0,1,0.0,1.0,0.12,0.0,1.0,0.2,0.0,1.0,0.1,,,,,,,12000.0,12000.0,12000,1500.0,1500.0,1530,0.0,3.0,1.08,0.0,1.0,0.38,0.0,1.0,0.36,0.0,1.0,0.28,,,,,,,,,
46,3.0,3.0,3,0.0,2.0,0.4,0.0,2.0,0.56,2.0,5.0,2.5,1.0,3.0,1.26,1.5,3.0,1.54,1.0,3.0,1.14,2.0,4.549999999999997,2.34,2.0,4.549999999999997,2.26,16.0,27.099999999999994,15.78,6000.0,7500.0,6260,0.0,1.0,0.16,,,,30.0,30.0,25.2,0.0,0.0,0,28.0,28.0,28,900.0,976.4999999999999,890.4,800.0,1200.0,758,8000.0,9232.5,7905,9.0,18.549999999999997,8.42,50.0,50.0,50,4700.0,4700.0,4700,9000.0,9000.0,9000,,,,1.0,1.0,0.54,,,,200.0,500.0,240,0.0,0.0,0,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,20.0,2.4,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,0.0,2,0.0,1.0,0.1,0.0,1.0,0.3,0.0,0.5499999999999972,0.06,,,,,,,12000.0,12000.0,12000,1500.0,1500.0,1530,0.0,3.0,0.9,0.0,1.0,0.44,0.0,1.0,0.3,0.0,1.0,0.28,,,,,,,,,
47,3.0,3.0,3,1.0,2.0,0.7,0.0,2.549999999999997,0.62,3.0,4.549999999999997,2.62,1.0,4.0,1.48,1.0,3.549999999999997,1.54,1.0,2.0,0.98,2.0,4.0,1.98,2.0,4.549999999999997,2.08,11.0,32.19999999999999,14.9,6000.0,7500.0,6390,0.0,1.0,0.18,,,,0.0,0.0,0,0.0,0.0,0,28.0,28.0,28,900.0,976.4999999999999,890.4,1000.0,1400.0,926,8275.0,9465.0,8215,9.5,18.549999999999997,8.64,50.0,50.0,50,4700.0,4700.0,4700,9000.0,9000.0,9000,,,,1.0,1.0,0.6,,,,200.0,454.9999999999997,246,200.0,200.0,164,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,0.0,0.8,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,0.0,2,0.0,1.0,0.16,0.0,1.0,0.18,0.0,0.5499999999999972,0.06,,,,,,,12000.0,12000.0,12000,1500.0,1500.0,1530,0.0,3.0,1.02,0.0,1.0,0.38,0.0,1.0,0.34,0.0,1.0,0.3,,,,,,,,,
48,3.0,3.0,3,0.5,2.0,0.62,0.0,2.0,0.58,2.0,5.0,2.44,1.0,4.0,1.68,1.0,4.0,1.48,1.0,3.549999999999997,1.04,2.0,4.0,2.1,2.0,4.0,2.06,14.0,29.19999999999999,15.1,6000.0,7500.0,6100,0.0,1.0,0.1,,,,40.0,40.0,36,0.0,0.0,0,28.0,28.0,28,925.0,1000.0,926.4,1000.0,1400.0,998,8475.0,9682.5,8387,8.0,16.549999999999997,8.36,50.0,50.0,50,4700.0,4700.0,4700,9000.0,9000.0,9000,,,,1.0,1.0,0.62,,,,200.0,554.9999999999998,272,0.0,0.0,0,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,20.0,1.6,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,100.0,8,0.0,1.0,0.1,0.0,1.0,0.28,,,,,,,,,,12000.0,12000.0,12000,1500.0,3000.0,1620,0.0,3.0,1.32,0.0,1.0,0.32,0.0,1.0,0.44,0.0,1.0,0.32,,,,,,,,,
49,3.0,3.0,3,0.0,3.0,0.6,1.0,2.0,0.76,3.0,6.0,2.8,1.0,3.0,1.28,1.0,4.0,1.48,1.0,3.0,1.04,2.0,4.0,2.26,1.5,4.0,1.78,21.0,34.19999999999999,22.06,6000.0,7500.0,6180,,,,,,,0.0,0.0,0,0.0,0.0,0,28.0,28.0,28,925.0,1000.0,926.4,1000.0,1400.0,720,9000.0,10160.0,8869,7.0,18.0,8.86,50.0,50.0,50,4700.0,4700.0,4700,9000.0,9000.0,9000,,,,1.0,1.0,0.62,,,,200.0,454.9999999999997,232,350.0,350.0,350,,,,100.0,100.0,100,28.0,28.0,28,,,,50.0,70.0,51.6,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,100.0,28,0.0,0.5499999999999972,0.06,0.0,1.0,0.3,0.0,0.0,0.02,,,,50.0,50.0,50,12000.0,12000.0,12000,1500.0,3000.0,1950,3.0,4.6499999999999915,2.1,0.0,1.0,0.26,1.0,1.5499999999999972,0.7,0.0,1.0,0.34,,,,,,,,,
50,3.0,3.0,3,0.0,2.0,0.5,0.0,2.0,0.42,3.0,5.0,2.88,1.0,3.0,1.22,1.0,4.0,1.52,1.0,3.0,1.26,2.0,4.0,1.94,2.0,4.0,2.26,12.0,25.0,14.28,6000.0,7500.0,6020,0.0,1.0,0.12,,,,0.0,0.0,0,0.0,0.0,0,28.0,28.0,27.96,925.0,1000.0,926.4,400.0,1400.0,664,9125.0,10505.0,8705,9.0,16.549999999999997,9,50.0,50.0,50,4700.0,4700.0,4700,9000.0,9000.0,9000,,,,1.0,1.0,0.54,,,,200.0,500.0,248,100.0,100.0,88,,,,100.0,100.0,100,28.0,28.0,28.16,,,,0.0,20.0,2,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,100.0,16,0.0,1.0,0.08,0.0,1.0,0.28,0.0,1.0,0.1,,,,,,,12000.0,12000.0,12000,1500.0,3000.0,1740,0.0,3.0,1.26,0.0,1.0,0.36,0.0,1.0,0.42,0.0,1.0,0.38,0.0,0.0,400,0.0,0.0,0.04,0.0,0.0,0.88
