day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_decor_kept_cat_tree_p50,board_decor_kept_cat_tree_p95,board_decor_kept_cat_tree_mean,board_decor_kept_cherry_tree_p50,board_decor_kept_cherry_tree_p95,board_decor_kept_cherry_tree_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,checkin_missed_p50,checkin_missed_p95,checkin_missed_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,diamonds_in_monthly_card_p50,diamonds_in_monthly_card_p95,diamonds_in_monthly_card_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,energy_in_ads_p50,energy_in_ads_p95,energy_in_ads_mean,energy_out_hatching_p50,energy_out_hatching_p95,energy_out_hatching_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_monthly_card_p50,gold_in_monthly_card_p95,gold_in_monthly_card_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,love_petals_in_ads_p50,love_petals_in_ads_p95,love_petals_in_ads_mean,love_petals_in_monthly_card_p50,love_petals_in_monthly_card_p95,love_petals_in_monthly_card_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_ads_p50,tickets_in_ads_p95,tickets_in_ads_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,workshop_box_opened_p50,workshop_box_opened_p95,workshop_box_opened_mean,workshop_gift_accessory_p50,workshop_gift_accessory_p95,workshop_gift_accessory_mean,workshop_gift_flower_p50,workshop_gift_flower_p95,workshop_gift_flower_mean,diamonds_in_board_milestone_p50,diamonds_in_board_milestone_p95,diamonds_in_board_milestone_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean,love_petals_in_workshop_dupe_p50,love_petals_in_workshop_dupe_p95,love_petals_in_workshop_dupe_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,gold_out_capacity_expansion_p50,gold_out_capacity_expansion_p95,gold_out_capacity_expansion_mean,cats_out_adoption_p50,cats_out_adoption_p95,cats_out_adoption_mean,gold_in_adoption_p50,gold_in_adoption_p95,gold_in_adoption_mean
71,3.0,3.0,3,0.0,2.0,0.48,,,,,,,0.0,2.0,0.54,2.0,5.0,2.4,1.0,3.549999999999997,1.2,1.0,3.0,1.14,1.0,2.549999999999997,0.98,2.0,4.0,1.68,2.0,3.0,1.58,16.0,30.64999999999999,18.26,1500.0,1500.0,1500,0.0,1.0,0.3,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28.04,2510.0,2622.0,2498.8,2724.0,2724.0,2724,8595.0,9652.5,8177,10.0,25.0,11.2,20.0,20.0,20,1650.0,1650.0,1650,1485.0,1485.0,1485,5250.0,5250.0,5250,1.0,1.0,0.56,,,,100.0,200.0,109,100.0,100.0,70,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28.16,,,,20.0,20.0,20,20.0,50.0,24.6,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,1.0,0.08,0.0,1.0,0.3,0.0,0.5499999999999972,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.96,50.0,50.0,48
72,3.0,3.0,3,0.0,1.0,0.34,,,,,,,0.0,2.0,0.42,2.0,4.0,2.28,1.0,2.549999999999997,1.14,1.0,3.0,1.56,1.0,3.0,0.8,2.0,3.0,1.68,2.0,3.549999999999997,1.78,14.0,28.549999999999997,17.18,1500.0,1500.0,1500,0.0,1.0,0.28,20.0,20.0,14.4,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28.08,2540.0,2662.0,2537.2,609.0,609.0,609,8720.0,9652.5,8122,10.0,25.0,12.7,20.0,20.0,20,1650.0,1650.0,1650,1485.0,1485.0,1485,5250.0,5250.0,5250,1.0,1.0,0.7,,,,100.0,200.0,97,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,30.19999999999999,28.24,,,,20.0,20.0,20,20.0,50.0,26.4,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,0.5499999999999972,0.06,0.0,1.0,0.2,0.0,0.0,0.04,1.0,1.0,1,0.0,1.0,0.1,0.0,1.0,0.36,0.0,50.0,4,,,,10.0,25.0,7.9,,,,,,,0.0,0.0,200,1.0,1.0,0.96,50.0,50.0,48
73,3.0,3.0,3,0.5,2.0,0.66,,,,,,,0.0,1.5499999999999972,0.48,2.0,4.0,2.3,1.0,2.0,0.98,1.0,3.0,1.16,1.0,2.0,0.82,2.0,4.0,1.78,2.0,4.0,1.82,17.5,28.099999999999994,17.88,1500.0,1500.0,1500,0.0,1.0,0.36,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,28.08,2585.0,2682.0,2582.2,3744.0,3744.0,3744,8695.0,9647.5,7908,10.0,25.0,12.7,20.0,20.0,20,1650.0,1650.0,1650,1485.0,1485.0,1485,,,,1.0,1.0,0.6,,,,100.0,177.49999999999986,90,150.0,150.0,96,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,28.4,,,,20.0,20.0,20,20.0,20.0,20,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,0.5499999999999972,0.06,0.0,1.0,0.3,0.0,0.0,0.04,,,,,,,,,,25.0,50.0,25,,,,,,,,,,,,,0.0,0.0,400,,,,,,
74,3.0,3.0,3,1.0,2.0,0.7,,,,,,,0.0,1.5499999999999972,0.52,2.0,5.0,2.04,1.0,3.0,1.18,1.0,3.549999999999997,1.44,1.0,2.0,0.68,1.0,4.0,1.7,2.0,4.0,1.74,15.0,30.0,17.6,1500.0,1500.0,1500,0.0,1.0,0.36,30.0,30.0,19.2,20.0,20.0,20,0.0,0.0,0,28.0,29.0,28.18,2650.0,2765.5,2642.4,1629.0,1629.0,1629,8770.0,9797.5,8046,15.0,25.0,14.5,20.0,20.0,20,1650.0,1650.0,1650,1485.0,1485.0,1485,5250.0,5250.0,5250,1.0,1.0,0.68,,,,100.0,200.0,93,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,28.4,,,,20.0,20.0,20,20.0,60.99999999999994,29,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,1.0,0.12,0.0,1.0,0.14,0.0,0.5499999999999972,0.06,1.0,1.0,1,0.0,1.0,0.12,0.0,1.0,0.22,0.0,50.0,20,0.0,0.0,1,10.0,44.2499999999999,10.8,,,,,,,,,,1.0,1.0,0.9,50.0,50.0,45
75,3.0,3.0,3,0.0,2.0,0.56,,,,,,,1.0,2.0,0.74,2.0,4.0,2.08,1.0,2.549999999999997,1.06,1.0,3.0,1.42,1.0,2.0,0.76,2.0,4.0,1.78,1.0,3.549999999999997,1.6,20.0,32.64999999999999,19.84,1500.0,1500.0,1500,0.0,1.0,0.34,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,29.0,28.18,2670.0,2785.5,2663.4,4764.0,4764.0,4764,8795.0,9847.5,7469,15.0,25.0,13.3,20.0,20.0,20,1650.0,1650.0,1650,1485.0,1485.0,1485,,,,1.0,1.0,0.6,,,,100.0,200.0,91,200.0,200.0,132,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,28.72,,,,20.0,20.0,20,20.0,20.0,21.2,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,1.0,0.12,0.0,1.0,0.26,0.0,0.0,0.02,,,,,,,,,,0.0,0.0,1,,,,,,,,,,,,,0.0,10000.0,800,,,,,,
76,3.0,3.0,3,1.0,2.0,0.64,,,,,,,0.0,2.0,0.48,2.0,4.0,2.14,1.0,3.0,1.14,1.0,3.0,1.34,0.5,3.0,0.84,2.0,4.0,1.82,1.0,3.0,1.52,17.0,27.549999999999997,17.84,1500.0,1500.0,1500,0.0,1.0,0.36,40.0,40.0,25.6,20.0,20.0,20,0.0,0.0,0,28.0,30.0,28.36,2720.0,2845.5,2709,2649.0,2649.0,2649,8720.0,9770.0,6813,10.0,25.0,11.5,20.0,20.0,20,1650.0,1650.0,1650,1485.0,1485.0,1485,5250.0,5250.0,5250,1.0,1.0,0.6,,,,100.0,200.0,99,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,96,28.0,32.0,29.04,,,,20.0,20.0,20,20.0,50.0,31,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,1.92,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,9.92,0.0,1.0,0.1,0.0,1.0,0.3,,,,1.0,1.0,1,0.0,1.0,0.14,0.0,1.0,0.2,,,,,,,10.0,25.0,9.2,,,,,,,0.0,10000.0,800,1.0,1.0,0.82,50.0,50.0,41
77,3.0,3.0,3,0.0,2.0,0.56,,,,,,,0.0,1.5499999999999972,0.52,2.0,4.549999999999997,2.5,1.0,2.0,0.88,1.0,3.0,1.38,1.0,2.549999999999997,1.02,1.0,4.0,1.56,1.0,4.0,1.52,22.0,32.55,21.84,1500.0,1500.0,1500,0.0,1.0,0.28,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,31.0,28.58,2740.0,2865.5,2730,534.0,534.0,534,8545.0,9820.0,5202,10.0,25.0,10.9,20.0,20.0,20,1650.0,1650.0,1650,1485.0,1485.0,1485,5250.0,5250.0,5250,1.0,1.0,0.56,,,,100.0,200.0,95,350.0,350.0,252,100.0,100.0,100,,,,100.0,100.0,97,28.0,32.0,29.84,,,,20.0,20.0,20,70.0,70.0,56.6,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,1.94,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,9.94,0.0,0.5499999999999972,0.06,0.0,1.0,0.32,0.0,0.5499999999999972,0.06,,,,,,,,,,,,,0.0,0.0,1,,,,,,,50.0,50.0,36,0.0,10000.0,2000,1.0,1.0,0.78,50.0,50.0,39
78,3.0,3.0,3,0.0,2.0,0.54,,,,,,,0.0,1.0,0.38,3.0,4.549999999999997,2.38,1.0,3.0,0.92,1.0,3.0,1.38,1.0,2.0,0.8,2.0,4.0,1.92,1.0,4.0,1.68,16.0,28.0,17.38,1500.0,1500.0,1500,0.0,1.0,0.38,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,31.0,28.58,2760.0,2885.5,2750,3669.0,3669.0,3669,8270.0,9897.5,5150,12.5,25.0,12.6,20.0,20.0,20,1650.0,1650.0,1650,1485.0,1485.0,1485,,,,1.0,1.0,0.62,,,,75.0,200.0,86,100.0,100.0,62,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.92,,,,20.0,20.0,20,20.0,60.99999999999994,27.2,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,0.5499999999999972,0.06,0.0,1.0,0.26,0.0,0.5499999999999972,0.06,1.0,1.0,1,0.0,1.0,0.1,0.0,1.0,0.34,,,,,,,10.0,44.2499999999999,8.9,,,,,,,0.0,0.0,200,,,,,,
79,3.0,3.0,3,0.0,2.0,0.52,,,,,,,0.0,2.0,0.52,2.0,5.0,2.18,1.0,3.0,1.08,1.0,3.0,1.26,1.0,2.0,0.78,2.0,4.549999999999997,1.88,1.0,4.0,1.68,17.0,30.19999999999999,18.38,1500.0,1500.0,1500,0.0,1.0,0.3,20.0,20.0,14,20.0,20.0,20,0.0,0.0,0,28.0,32.0,29.02,2795.0,2925.5,2787,1554.0,1554.0,1554,1395.0,9970.0,4476,12.5,25.0,12.6,20.0,20.0,20,1650.0,1650.0,1650,1485.0,1485.0,1485,5250.0,5250.0,5250,0.0,1.0,0.48,,,,100.0,200.0,93,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,95,32.0,32.0,30.24,,,,20.0,20.0,20,20.0,20.0,20,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,1.9,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,9.9,0.0,1.0,0.12,0.0,1.0,0.34,0.0,0.5499999999999972,0.06,,,,,,,,,,,,,0.0,27.499999999999858,3,,,,,,,,,,0.0,10000.0,800,1.0,1.0,0.56,50.0,50.0,28
80,3.0,3.0,3,0.0,2.0,0.64,,,,,,,0.0,2.0,0.56,2.0,4.0,2.12,1.0,3.0,1.26,1.0,3.0,1.14,1.0,2.0,0.76,2.0,3.549999999999997,1.9,1.0,4.0,1.62,18.5,28.549999999999997,18.62,1500.0,1500.0,1500,0.0,1.0,0.24,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,32.0,29.02,2815.0,2945.5,2807,4689.0,4689.0,4689,995.0,9747.5,3891,15.0,25.0,14.5,20.0,20.0,20,1650.0,1650.0,1650,1485.0,1485.0,1485,,,,1.0,1.0,0.56,,,,100.0,200.0,101,150.0,150.0,114,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.56,,,,20.0,20.0,20,20.0,50.0,25.2,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,0.0,0.04,0.0,1.0,0.34,0.0,0.5499999999999972,0.06,1.0,1.0,1,0.0,1.0,0.08,0.0,1.0,0.34,,,,,,,10.0,10.0,7.1,,,,,,,0.0,10000.0,800,,,,,,
81,3.0,3.0,3,0.0,1.5499999999999972,0.5,,,,,,,0.0,2.0,0.5,2.5,4.0,2.42,1.0,3.0,1.16,1.0,3.0,1.34,1.0,2.0,0.84,1.0,4.0,1.46,2.0,4.0,1.78,18.0,28.0,17.7,1500.0,1500.0,1500,0.0,1.0,0.32,30.0,30.0,20.4,20.0,20.0,20,0.0,0.0,0,29.0,32.0,29.56,2850.0,2982.0,2847.4,2574.0,2574.0,2574,1070.0,9820.0,3814,15.0,25.0,13.9,20.0,20.0,20,1650.0,1650.0,1650,1485.0,1485.0,1485,5250.0,5250.0,5250,1.0,1.0,0.56,,,,100.0,200.0,100,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.64,,,,20.0,20.0,20,20.0,20.0,20.6,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,1.0,0.12,0.0,1.0,0.24,0.0,1.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,200,0.0,1.0,0.46,0.0,50.0,23
82,3.0,3.0,3,0.0,2.0,0.54,,,,,,,0.0,2.0,0.42,2.0,4.0,2.3,1.0,3.0,1.06,1.0,4.0,1.16,1.0,2.0,0.74,2.0,4.0,1.78,2.0,4.0,2,16.0,29.0,17.82,1500.0,1500.0,1500,0.0,1.0,0.14,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,30.0,32.0,30.04,2870.0,3002.0,2868.4,459.0,459.0,459,1220.0,9920.0,3102,15.0,25.0,14.1,20.0,20.0,20,1650.0,1650.0,1650,1485.0,1485.0,1485,5250.0,5250.0,5250,0.5,1.0,0.5,,,,100.0,177.49999999999986,90,200.0,200.0,172,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,31.04,,,,20.0,20.0,20,20.0,70.0,29.4,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,1.0,0.16,0.0,1.0,0.28,0.0,0.5499999999999972,0.06,1.0,1.0,1,0.0,0.5499999999999972,0.06,0.0,1.0,0.4,0.0,0.0,1,,,,10.0,44.2499999999999,9.6,,,,,,,0.0,10000.0,1000,1.0,1.0,0.52,50.0,50.0,26
83,3.0,3.0,3,0.0,2.0,0.64,,,,,,,0.0,2.0,0.64,2.0,4.0,1.98,1.0,3.0,1.16,1.0,3.549999999999997,1.46,1.0,3.0,0.96,2.0,3.549999999999997,1.8,1.0,3.0,1.36,18.0,33.0,19.16,1500.0,1500.0,1500,0.0,1.0,0.36,40.0,40.0,25.6,20.0,20.0,20,0.0,0.0,0,30.0,32.0,30.04,2920.0,3056.5,2924,3594.0,3594.0,3594,1270.0,9820.0,2608,15.0,25.0,13.5,20.0,20.0,20,1650.0,1650.0,1650,1485.0,1485.0,1485,,,,1.0,1.0,0.58,,,,100.0,200.0,106,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,31.28,,,,20.0,20.0,20,20.0,20.0,20.6,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,0.0,0.04,0.0,1.0,0.36,0.0,0.0,0.02,,,,,,,,,,0.0,50.0,10,,,,,,,,,,,,,0.0,5499.999999999972,600,,,,,,
84,3.0,3.0,3,0.5,2.0,0.64,,,,,,,0.0,1.5499999999999972,0.5,2.0,5.0,2.4,1.0,3.0,1.12,1.0,3.0,1.24,1.0,2.0,0.9,1.0,3.0,1.32,2.0,3.549999999999997,1.88,19.0,30.749999999999986,20.94,1500.0,1500.0,1500,0.0,1.0,0.3,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,31.0,32.0,30.6,2975.0,3121.0,2975,1479.0,1479.0,1479,1370.0,9359.999999999998,1976,20.0,45.49999999999997,20.3,20.0,20.0,20,1650.0,1650.0,1650,1485.0,1485.0,1485,5250.0,5250.0,5250,1.0,1.0,0.6,,,,100.0,200.0,101,350.0,350.0,245,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,31.68,,,,20.0,20.0,20,70.0,70.0,56.2,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,1.0,0.16,0.0,1.0,0.22,0.0,0.0,0.02,1.0,1.0,1,0.0,0.5499999999999972,0.06,0.0,1.0,0.36,50.0,50.0,31,,,,10.0,25.0,8,,,,50.0,50.0,35,0.0,10000.0,1000,0.0,1.0,0.44,0.0,50.0,22
85,3.0,3.0,3,0.0,1.5499999999999972,0.34,,,,,,,0.0,1.5499999999999972,0.5,2.0,4.0,2.48,1.0,2.0,1.14,1.0,3.0,1.3,1.0,2.0,0.8,1.5,3.0,1.68,2.0,3.549999999999997,1.76,19.0,27.549999999999997,18.02,1500.0,1500.0,1500,0.0,1.0,0.46,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,31.0,32.0,30.6,3010.0,3141.0,3003,4614.0,4614.0,4614,1570.0,9482.499999999998,2127,10.0,25.0,10.1,20.0,20.0,20,1650.0,1650.0,1650,1485.0,1485.0,1485,,,,1.0,1.0,0.64,,,,100.0,200.0,97,100.0,100.0,54,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,31.68,,,,20.0,20.0,20,20.0,60.99999999999994,30.2,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,1.0,0.14,0.0,1.0,0.2,0.0,0.0,0.02,,,,,,,,,,0.0,50.0,8,,,,,,,,,,,,,,,,,,,,,
86,3.0,3.0,3,0.0,2.0,0.54,,,,,,,0.0,1.5499999999999972,0.38,2.0,4.549999999999997,2.22,1.0,3.0,1.28,1.0,3.0,1.4,1.0,2.549999999999997,0.94,2.0,4.0,1.78,1.0,3.0,1.46,15.0,29.0,17.08,1500.0,1500.0,1500,0.0,1.0,0.24,20.0,20.0,15.2,20.0,20.0,20,0.0,0.0,0,32.0,32.0,31.04,3045.0,3175.5,3039.2,2249.0,2249.0,2249,1620.0,3412.499999999999,1866,15.0,25.0,14.2,20.0,20.0,20,1650.0,1650.0,1650,1485.0,1485.0,1485,5500.0,5500.0,5500,1.0,1.0,0.62,,,,100.0,250.0,111,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,31.84,,,,20.0,20.0,20,20.0,60.99999999999994,30,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,1.0,0.08,0.0,1.0,0.3,,,,1.0,1.0,1,0.0,0.0,0.04,0.0,1.0,0.3,,,,0.0,0.0,1,10.0,44.2499999999999,14.1,,,,,,,0.0,0.0,400,1.0,1.0,0.56,50.0,50.0,28
87,3.0,3.0,3,0.0,2.0,0.46,,,,,,,0.0,2.0,0.46,2.5,5.0,2.54,1.0,2.549999999999997,1.02,1.0,3.0,1.36,1.0,2.0,0.86,2.0,4.0,1.72,1.0,3.549999999999997,1.58,17.0,27.549999999999997,17.74,1500.0,1500.0,1500,0.0,1.0,0.26,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,31.04,3065.0,3195.5,3059.2,5384.0,5384.0,5384,1845.0,3557.499999999999,2071,15.0,25.0,14.2,20.0,20.0,20,1650.0,1650.0,1650,1485.0,1485.0,1485,,,,1.0,1.0,0.62,,,,100.0,200.0,94,150.0,150.0,111,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,31.84,,,,20.0,20.0,20,20.0,20.0,20,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,0.0,0.04,0.0,1.0,0.28,0.0,0.5499999999999972,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,3.0,3.0,3,0.0,1.0,0.34,,,,,,,0.0,2.0,0.54,2.0,4.0,2.04,1.0,3.549999999999997,1.28,1.0,3.0,1.26,1.0,2.0,0.74,2.0,4.0,1.94,2.0,4.0,1.86,18.0,29.0,18.26,1500.0,1500.0,1500,0.0,1.0,0.36,30.0,30.0,19.2,20.0,20.0,20,0.0,0.0,0,32.0,32.0,31.36,3095.0,3225.5,3098.4,3019.0,3019.0,3019,1995.0,3679.999999999999,2206,17.5,25.0,14.4,20.0,20.0,20,1650.0,1650.0,1650,1485.0,1485.0,1485,5500.0,5500.0,5500,1.0,1.0,0.66,,,,100.0,200.0,101,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,31.84,,,,20.0,20.0,20,20.0,50.0,27,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,0.5499999999999972,0.06,0.0,1.0,0.24,0.0,0.0,0.04,1.0,1.0,1,0.0,1.0,0.08,0.0,1.0,0.36,,,,,,,10.0,18.249999999999957,7.2,,,,,,,,,,1.0,1.0,0.68,50.0,50.0,34
89,3.0,3.0,3,0.0,1.5499999999999972,0.5,,,,,,,1.0,1.5499999999999972,0.6,2.0,4.0,2.28,1.0,3.549999999999997,1.34,1.0,2.549999999999997,1.14,1.0,2.0,0.72,1.0,3.0,1.72,2.0,3.0,1.7,19.0,28.099999999999994,18.44,1500.0,1500.0,1500,0.0,1.0,0.48,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,31.66,3115.0,3245.5,3118.4,654.0,654.0,654,2220.0,4052.4999999999995,2448,15.0,25.0,13.8,20.0,20.0,20,1650.0,1650.0,1650,1485.0,1485.0,1485,5500.0,5500.0,5500,1.0,1.0,0.66,,,,100.0,200.0,103,200.0,200.0,104,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,31.84,,,,20.0,20.0,20,20.0,20.0,20.6,,,,1500.0,1500.0,1500,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,10.0,10.0,10,0.0,0.5499999999999972,0.06,0.0,1.0,0.24,0.0,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.7,50.0,50.0,35
