day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,diamonds_in_monthly_card_p50,diamonds_in_monthly_card_p95,diamonds_in_monthly_card_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,energy_in_ads_p50,energy_in_ads_p95,energy_in_ads_mean,energy_out_hatching_p50,energy_out_hatching_p95,energy_out_hatching_mean,energy_out_workshop_p50,energy_out_workshop_p95,energy_out_workshop_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_board_clear_p50,gold_in_board_clear_p95,gold_in_board_clear_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_monthly_card_p50,gold_in_monthly_card_p95,gold_in_monthly_card_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,love_petals_in_ads_p50,love_petals_in_ads_p95,love_petals_in_ads_mean,love_petals_in_monthly_card_p50,love_petals_in_monthly_card_p95,love_petals_in_monthly_card_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_ads_p50,tickets_in_ads_p95,tickets_in_ads_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,gold_out_capacity_expansion_p50,gold_out_capacity_expansion_p95,gold_out_capacity_expansion_mean,energy_out_workshop_unbox_p50,energy_out_workshop_unbox_p95,energy_out_workshop_unbox_mean,love_petals_in_workshop_p50,love_petals_in_workshop_p95,love_petals_in_workshop_mean,workshop_box_flower_seed_p50,workshop_box_flower_seed_p95,workshop_box_flower_seed_mean,workshop_box_cat_accessory_p50,workshop_box_cat_accessory_p95,workshop_box_cat_accessory_mean,workshop_box_furniture_component_p50,workshop_box_furniture_component_p95,workshop_box_furniture_component_mean,workshop_had_cat_accessory_p50,workshop_had_cat_accessory_p95,workshop_had_cat_accessory_mean,workshop_had_furniture_component_p50,workshop_had_furniture_component_p95,workshop_had_furniture_component_mean,cats_out_adoption_p50,cats_out_adoption_p95,cats_out_adoption_mean,love_petals_in_adoption_p50,love_petals_in_adoption_p95,love_petals_in_adoption_mean
77,2.0,2.0,2,1.0,2.0,0.654,0.0,1.0,0.11,1.0,3.0,1.041,0.0,2.0,0.447,1.0,2.0,0.805,0.0,1.0,0.287,1.0,3.0,1.592,1.0,3.0,1.064,15.0,24.0,16.777,9600.0,12000.0,9484.8,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.76,2590.0,2640.0,2612.45,900.0,1400.0,855.25,19190.0,21070.999999999996,16506.66,16.0,28.0,16.514,160.0,160.0,160,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,0.0,102,12000.0,12000.0,11895,1.0,1.0,0.601,,,,100.0,200.0,73.4,100.0,120.0,106.92,350.0,350.0,350,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.796,,,,20.0,20.0,20,70.0,70.0,71.89,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,0.05,0.0,1.0,0.085,0.0,1.0,0.256,0.0,1.0,0.058,,,,50.0,50.0,50,0.0,0.0,8,0.0,0.0,52.5,0.0,0.0,0.033,0.0,0.0,0.011,0.0,0.0,0.011,0.0,0.0,0.013,0.0,0.0,0.011,0.0,0.0,0.013,0.0,0.0,0.033,0.0,0.0,2.009
78,2.0,2.0,2,0.0,2.0,0.601,0.0,1.0,0.104,1.0,3.0,1.095,0.0,2.0,0.418,1.0,2.0,0.85,0.0,1.0,0.246,2.0,3.0,1.633,1.0,3.0,1.053,11.0,19.0,12.027,9600.0,12000.0,9524,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.742,2610.0,2660.0,2632.55,850.0,1350.0,881.25,19410.0,21330.0,16765.04,16.0,27.0,16.505,160.0,160.0,160,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,0.0,153,12000.0,12000.0,11832,1.0,1.0,0.583,,,,100.0,200.0,66.4,120.0,120.0,107.98,100.0,100.0,100,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.804,,,,20.0,20.0,20,20.0,20.0,23.38,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,0.1,0.0,1.0,0.102,0.0,1.0,0.258,0.0,1.0,0.057,,,,,,,0.0,0.0,16,0.0,1500.0,189,0.0,0.0,0.105,0.0,0.0,0.035,0.0,1.0,0.053,0.0,0.0,0.038,0.0,1.0,0.053,0.0,0.0,0.038,0.0,0.0,0.054,0.0,0.0,3.266
79,2.0,2.0,2,0.0,2.0,0.629,0.0,1.0,0.11,1.0,3.0,1.044,0.0,2.0,0.443,1.0,2.0,0.83,0.0,1.0,0.268,2.0,4.0,1.645,1.0,3.0,1.031,10.0,19.0,11.92,9600.0,12000.0,9427.2,20.0,20.0,20,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.754,2650.0,2700.0,2672.65,800.0,1300.0,714.25,19590.0,21510.0,16927.56,16.0,27.0,16.27,160.0,160.0,160,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,0.0,238,12000.0,12000.0,11739,1.0,1.0,0.613,,,,100.0,200.0,71.1,120.0,120.0,107.42,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.812,,,,20.0,20.0,20,20.0,20.0,22.9,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,0.1,0.0,1.0,0.098,0.0,1.0,0.246,0.0,0.0,0.043,,,,,,,0.0,0.0,16,0.0,1500.0,390,0.0,3.0,0.255,0.0,1.0,0.085,0.0,1.0,0.09,0.0,1.0,0.085,0.0,1.0,0.09,0.0,1.0,0.085,0.0,0.0,0.044,0.0,0.0,2.41
80,2.0,2.0,2,0.0,2.0,0.577,0.0,1.0,0.11,1.0,3.0,1.136,0.0,1.0,0.396,1.0,2.0,0.816,0.0,1.0,0.267,2.0,4.0,1.649,1.0,3.0,1.049,11.0,19.0,12.2,9600.0,12000.0,9530.4,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.719,2670.0,2720.0,2692.7,500.0,1250.0,559.75,19900.0,21821.0,17244.32,16.0,28.0,16.476,160.0,160.0,160,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,0.0,221,12000.0,12000.0,11775,1.0,1.0,0.582,,,,100.0,200.0,66.3,120.0,120.0,108.46,150.0,150.0,150,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.816,,,,20.0,20.0,20,20.0,70.0,25.22,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,0.05,0.0,1.0,0.124,0.0,1.0,0.257,0.0,0.0,0.037,,,,,,,0.0,0.0,8,0.0,1500.0,358.5,0.0,3.0,0.213,0.0,1.0,0.071,0.0,1.0,0.08,0.0,1.0,0.088,0.0,1.0,0.08,0.0,1.0,0.088,0.0,1.0,0.087,0.0,30.749999999999318,5.213
81,2.0,2.0,2,0.0,2.0,0.586,0.0,1.0,0.098,1.0,3.0,1.118,0.0,2.0,0.42,1.0,2.0,0.798,0.0,1.0,0.285,2.0,3.0,1.647,1.0,3.0,1.048,11.0,19.0,12.138,9600.0,12000.0,9488.8,30.0,30.0,30,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.664,2720.0,2770.0,2742.75,700.0,1450.0,758.25,20080.0,22020.0,17415.1,16.0,28.0,16.611,160.0,160.0,160,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,4250.0,382.5,12000.0,12000.0,11571,1.0,1.0,0.591,,,,100.0,200.0,70.5,120.0,120.0,108.28,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.82,,,,20.0,20.0,20,20.0,70.0,27.95,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,0.05,0.0,1.0,0.093,0.0,1.0,0.251,0.0,1.0,0.065,,,,,,,0.0,0.0,8,0.0,0.0,48,0.0,0.0,0.051,0.0,0.0,0.017,0.0,0.0,0.012,0.0,0.0,0.003,0.0,0.0,0.012,0.0,0.0,0.003,0.0,1.0,0.145,0.0,67.0,8.034
82,2.0,2.0,2,0.0,2.0,0.589,0.0,1.0,0.11,1.0,3.0,1.076,0.0,2.0,0.408,1.0,2.0,0.842,0.0,1.0,0.264,2.0,3.0,1.632,1.0,3.0,1.079,11.0,20.0,12.349,9600.0,12000.0,9566.4,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.657,2740.0,2790.0,2763.15,650.0,1400.0,651.25,20380.0,22401.0,17726.52,16.0,28.0,16.947,160.0,160.0,160,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,8500.0,620.5,12000.0,12000.0,11328,1.0,1.0,0.619,,,,100.0,200.0,67.2,120.0,120.0,108.22,200.0,200.0,200,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.852,,,,20.0,20.0,20,20.0,70.0,28.05,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,0.4,0.0,1.0,0.093,0.0,1.0,0.249,0.0,0.0,0.039,,,,,,,0.0,0.0,64,0.0,1500.0,358.5,0.0,3.0,0.282,0.0,1.0,0.094,0.0,1.0,0.065,0.0,1.0,0.08,0.0,1.0,0.065,0.0,1.0,0.08,0.0,1.0,0.153,0.0,67.0,8.104
83,2.0,2.0,2,0.0,2.0,0.621,0.0,1.0,0.098,1.0,3.0,1.109,0.0,2.0,0.421,1.0,2.0,0.823,0.0,1.0,0.263,2.0,3.0,1.602,1.0,3.0,1.063,11.0,20.0,12.334,9600.0,12000.0,9512.8,40.0,40.0,40,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.626,2800.0,2850.0,2823.3,600.0,1100.0,628,20560.0,22580.0,17878.5,16.0,28.049999999999955,16.864,160.0,160.0,160,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,8500.0,794.75,12000.0,12000.0,11136,1.0,1.0,0.592,,,,100.0,200.0,68.4,120.0,120.0,107.58,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.864,,,,20.0,20.0,20,20.0,70.0,31.09,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,0.15,0.0,1.0,0.112,0.0,1.0,0.255,0.0,0.0,0.041,,,,,,,0.0,0.0,24,0.0,1500.0,292.5,0.0,3.0,0.189,0.0,1.0,0.063,0.0,1.0,0.07,0.0,1.0,0.062,0.0,1.0,0.07,0.0,1.0,0.062,0.0,2.0,0.218,0.0,90.0,10.818
84,2.0,2.0,2,0.0,2.0,0.596,0.0,1.0,0.111,1.0,3.0,1.07,0.0,2.0,0.471,1.0,2.0,0.859,0.0,1.0,0.268,1.0,3.0,1.575,1.0,3.0,1.05,15.0,24.0,16.838,9600.0,12000.0,9512.8,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.672,2820.0,2870.0,2843.55,800.0,1300.0,753.75,21040.0,23091.0,18370.48,16.0,45.0,18.083,160.0,160.0,160,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,8500.0,956.25,12000.0,12000.0,11013,1.0,1.0,0.588,,,,100.0,200.0,73.9,120.0,120.0,108.08,350.0,350.0,350,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.884,,,,20.0,20.0,20,70.0,170.0,78.78,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,0.25,0.0,1.0,0.107,0.0,1.0,0.245,0.0,1.0,0.06,,,,50.0,50.0,50,0.0,0.0,40,0.0,1500.0,105,0.0,0.0,0.06,0.0,0.0,0.02,0.0,0.0,0.03,0.0,0.0,0.02,0.0,0.0,0.03,0.0,0.0,0.02,0.0,1.0499999999999545,0.179,0.0,90.0,9.939
85,2.0,2.0,2,0.0,2.0,0.634,0.0,1.0,0.13,1.0,3.0,0.998,0.0,2.0,0.459,1.0,2.0,0.788,0.0,1.0,0.268,2.0,4.0,1.651,1.0,3.0,1.072,11.0,21.0,12.774,9600.0,12000.0,9552.8,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.553,2840.0,2890.0,2863.9,750.0,1250.0,798.5,21240.0,23390.999999999996,18594.5,16.0,37.0,16.963,160.0,160.0,160,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,8500.0,879.75,12000.0,12000.0,11085,1.0,1.0,0.624,,,,100.0,200.0,72.7,120.0,120.0,107.32,100.0,100.0,100,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.912,,,,20.0,20.0,20,20.0,170.0,38.19,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,0.35,0.0,1.0,0.095,0.0,1.0,0.233,0.0,0.0,0.048,,,,,,,0.0,0.0,56,0.0,1500.0,190.5,0.0,0.0,0.135,0.0,0.0,0.045,0.0,0.0,0.038,0.0,0.0,0.044,0.0,0.0,0.038,0.0,0.0,0.044,0.0,2.0499999999999545,0.326,0.0,133.04999999999995,16.935
86,2.0,2.0,2,0.0,2.0,0.559,0.0,1.0,0.107,1.0,3.0,1.12,0.0,2.0,0.447,1.0,2.0,0.785,0.0,1.0,0.28,2.0,3.0,1.618,1.0,3.0,1.084,11.0,20.0,12.545,9600.0,12000.0,9536.8,20.0,20.0,20,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.655,2880.0,2930.0,2904.3,950.0,1450.0,983.75,21180.0,23610.0,18712.02,15.0,33.0,16.137,160.0,160.0,160,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,8500.0,1355.75,12000.0,12000.0,10548,1.0,1.0,0.605,,,,100.0,200.0,72.7,120.0,120.0,108.82,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.944,,,,20.0,20.0,20,20.0,70.0,32.68,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,0.4,0.0,1.0,0.095,0.0,1.0,0.25,0.0,0.049999999999954525,0.05,,,,,,,0.0,0.0,64,0.0,1500.0,111,0.0,0.0,0.069,0.0,0.0,0.023,0.0,0.0,0.024,0.0,0.0,0.027,0.0,0.0,0.024,0.0,0.0,0.027,0.0,2.0,0.217,0.0,90.0,11.785
87,2.0,2.0,2,0.0,2.0,0.604,0.0,1.0,0.124,1.0,3.0,1.105,0.0,2.0,0.457,1.0,2.0,0.776,0.0,1.0,0.245,2.0,3.0,1.588,1.0,3.0,1.101,11.0,20.049999999999955,12.536,9600.0,12000.0,9572.8,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.757,2900.0,2950.0,2924.95,900.0,1400.0,735,20710.0,23940.0,18936.14,15.0,29.0,15.415,160.0,160.0,160,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,8500.0,1168.75,12000.0,12000.0,10791,1.0,1.0,0.581,,,,100.0,200.0,70.2,120.0,120.0,107.92,150.0,150.0,150,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.996,,,,20.0,20.0,20,20.0,70.0,30.5,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,0.65,0.0,1.0,0.101,0.0,1.0,0.258,0.0,1.0,0.06,,,,,,,0.0,0.0,104,0.0,1500.0,489,0.0,3.0,0.303,0.0,1.0,0.101,0.0,1.0,0.113,0.0,1.0,0.112,0.0,1.0,0.113,0.0,1.0,0.112,0.0,1.0,0.173,0.0,90.0,9.475
88,2.0,2.0,2,0.0,2.0,0.589,0.0,1.0,0.104,1.0,3.0,1.065,0.0,2.0,0.456,1.0,2.0,0.814,0.0,1.0,0.244,2.0,3.0,1.603,1.0,3.0,1.125,11.0,19.0,12.358,9600.0,12000.0,9583.2,30.0,30.0,30,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.789,3000.0,3000.0,2975.3,600.0,1350.0,698.75,17000.0,24081.0,19058.36,14.0,28.0,14.866,160.0,160.0,160,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,8500.0,905.25,12000.0,12000.0,11031,1.0,1.0,0.584,,,,100.0,200.0,70,120.0,120.0,108.22,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.024,,,,20.0,20.0,20,20.0,70.0,30.99,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,0.35,0.0,1.0,0.105,0.0,1.0,0.265,0.0,0.0,0.046,,,,,,,0.0,0.0,56,0.0,1500.0,300,0.0,3.0,0.213,0.0,1.0,0.071,0.0,1.0,0.062,0.0,1.0,0.067,0.0,1.0,0.062,0.0,1.0,0.067,0.0,1.0499999999999545,0.181,0.0,90.0,10.228
89,2.0,2.0,2,0.0,2.0,0.597,0.0,1.0,0.115,1.0,3.0,1.1,0.0,2.0,0.45,1.0,2.0,0.779,0.0,1.0,0.268,2.0,4.0,1.627,1.0,3.0,1.064,11.0,19.0,12.375,9600.0,12000.0,9566.4,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.998,30.0,32.0,29.846,3020.0,3020.0,2995.55,550.0,1300.0,628,17310.0,24460.0,19398.22,13.0,28.0,14.336,160.0,160.0,160,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,8500.0,905.25,12000.0,12000.0,11016,1.0,1.0,0.569,,,,100.0,200.0,71.8,120.0,120.0,108.06,200.0,200.0,200,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.044,,,,20.0,20.0,20,20.0,70.0,29.16,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,0.25,0.0,1.0,0.107,0.0,1.0,0.273,0.0,1.0,0.051,,,,,,,0.0,0.0,40,0.0,1500.0,349.5,0.0,3.0,0.231,0.0,1.0,0.077,0.0,1.0,0.077,0.0,1.0,0.079,0.0,1.0,0.077,0.0,1.0,0.079,0.0,1.0,0.156,0.0,67.0,8.399
90,2.0,2.0,2,0.0,2.0,0.6,0.0,1.0,0.104,1.0,3.0,1.068,0.0,2.0,0.396,1.0,2.0,0.805,0.0,1.0,0.259,2.0,4.0,1.653,1.0,3.0,1.115,11.0,19.0,12.077,9600.0,12000.0,9679.2,40.0,40.0,40,20.0,20.0,20,1.0,1.0,0.998,30.0,32.0,29.938,3080.0,3080.0,3055.9,625.0,1250.0,594.5,17280.0,24641.0,19515.72,13.0,28.0,13.927,160.0,160.0,160,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,8500.0,799,12000.0,12000.0,11154,1.0,1.0,0.597,,,,100.0,200.0,65.5,120.0,120.0,108,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.072,,,,20.0,20.0,20,20.0,70.0,25.66,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,0.35,0.0,1.0,0.105,0.0,1.0,0.235,0.0,1.0,0.063,,,,,,,0.0,0.0,56,0.0,1500.0,280.5,0.0,3.0,0.234,0.0,1.0,0.078,0.0,1.0,0.055,0.0,1.0,0.054,0.0,1.0,0.055,0.0,1.0,0.054,0.0,1.0,0.096,0.0,30.0,5.017
