day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,diamonds_in_monthly_card_p50,diamonds_in_monthly_card_p95,diamonds_in_monthly_card_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,energy_out_hatching_p50,energy_out_hatching_p95,energy_out_hatching_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_board_clear_p50,gold_in_board_clear_p95,gold_in_board_clear_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_monthly_card_p50,gold_in_monthly_card_p95,gold_in_monthly_card_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,love_petals_in_monthly_card_p50,love_petals_in_monthly_card_p95,love_petals_in_monthly_card_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,energy_out_workshop_p50,energy_out_workshop_p95,energy_out_workshop_mean,energy_out_workshop_unbox_p50,energy_out_workshop_unbox_p95,energy_out_workshop_unbox_mean,love_petals_in_workshop_p50,love_petals_in_workshop_p95,love_petals_in_workshop_mean,workshop_box_cat_accessory_p50,workshop_box_cat_accessory_p95,workshop_box_cat_accessory_mean,workshop_box_flower_seed_p50,workshop_box_flower_seed_p95,workshop_box_flower_seed_mean,workshop_box_furniture_component_p50,workshop_box_furniture_component_p95,workshop_box_furniture_component_mean,workshop_had_cat_accessory_p50,workshop_had_cat_accessory_p95,workshop_had_cat_accessory_mean,workshop_had_furniture_component_p50,workshop_had_furniture_component_p95,workshop_had_furniture_component_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,gold_out_capacity_expansion_p50,gold_out_capacity_expansion_p95,gold_out_capacity_expansion_mean,cats_out_adoption_p50,cats_out_adoption_p95,cats_out_adoption_mean,love_petals_in_adoption_p50,love_petals_in_adoption_p95,love_petals_in_adoption_mean
22,0.0,0.0,0,0.0,1.0,0.38,0.0,1.0,0.055,1.0,2.0,0.733,0.0,1.0,0.281,0.0,2.0,0.532,0.0,1.0,0.191,1.0,3.0,1.092,1.0,2.0,0.758,9.0,16.0,9.82,8000.0,9600.0,8172.8,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.978,28.0,28.0,28,770.0,820.0,790.2,1150.0,1150.0,1150,2210.0,2830.0,2237.32,3.0,9.0,3.915,0.0,0.0,0,9200.0,9200.0,9200,,,,1.0,1.0,0.607,,,,0.0,200.0,47.2,80.0,80.0,72.84,100.0,100.0,100,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,8.0,8.044,,,,0.0,1.0,0.108,0.0,1.0,0.242,0.0,0.0,0.043,9000.0,9000.0,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.0,0.0,0,0.0,2.0,0.491,0.0,1.0,0.108,1.0,2.0,0.849,0.0,1.0,0.363,1.0,2.0,0.704,0.0,1.0,0.237,1.0,3.0,1.346,1.0,2.0,0.88,10.0,18.0,11.046,8000.0,9600.0,8683.2,20.0,20.0,20,20.0,20.0,20,0.0,0.0,0.022,28.0,28.0,28,810.0,860.0,830.2,1350.0,1350.0,1350,2370.0,2970.0,2387.06,3.0,9.0,3.915,0.0,0.0,0,9200.0,9200.0,9200,,,,1.0,1.0,0.578,,,,0.0,200.0,60,100.0,100.0,89.74,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.956,,,,0.0,1.0,0.101,0.0,1.0,0.259,0.0,1.0,0.062,9000.0,9000.0,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.0,0.0,0,0.0,2.0,0.424,0.0,1.0,0.067,1.0,2.0,0.785,0.0,1.0,0.296,0.0,2.0,0.547,0.0,1.0,0.159,1.0,3.0,1.046,1.0,2.0,0.698,9.0,16.049999999999955,9.969,9600.0,9600.0,9254.4,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.978,28.0,28.0,28,830.0,880.0,850.2,50.0,50.0,50,2640.0,3270.4999999999995,2654.52,6.0,9.0,4.908,0.0,0.0,0,9200.0,9200.0,9200,,,,1.0,1.0,0.6,,,,0.0,200.0,45.5,80.0,80.0,71.96,150.0,150.0,150,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,8.0,8.044,,,,0.0,1.0,0.103,0.0,1.0,0.258,0.0,0.0,0.039,9000.0,9000.0,9000,1500.0,1500.0,1500,0.0,3.0,0.993,0.0,1.0,0.339,0.0,1.0,0.331,0.0,1.0,0.33,0.0,1.0,0.339,0.0,1.0,0.33,,,,,,,,,,,,,,,
25,0.0,0.0,0,0.0,2.0,0.51,0.0,1.0,0.091,1.0,2.0,0.896,0.0,1.0,0.374,1.0,2.0,0.678,0.0,1.0,0.228,1.0,3.0,1.323,1.0,2.0,0.878,9.0,17.0,10.789,9600.0,9600.0,9550.4,30.0,30.0,30,20.0,20.0,20,0.0,0.0,0.022,28.0,28.0,28,880.0,930.0,900.2,250.0,250.0,250,2800.0,3420.0,2804.08,6.0,9.0,4.908,0.0,0.0,0,9200.0,9200.0,9200,,,,1.0,1.0,0.618,,,,0.0,200.0,60.2,100.0,100.0,89.36,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.956,,,,0.0,1.0,0.095,0.0,1.0,0.239,0.0,0.0,0.048,9000.0,9000.0,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.0,0.0,0,0.0,1.0499999999999545,0.392,0.0,1.0,0.078,1.0,2.0,0.76,0.0,1.0,0.286,0.0,2.0,0.537,0.0,1.0,0.182,1.0,3.0,1.098,1.0,2.0,0.689,9.0,17.0,10.046,8000.0,8000.0,8000,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.978,28.0,28.0,28,900.0,950.0,920.2,450.0,450.0,450,3100.0,3780.0,3123.48,6.0,9.0,4.908,0.0,0.0,0,9200.0,9200.0,9200,,,,1.0,1.0,0.61,,,,0.0,200.0,46.8,80.0,80.0,72.6,200.0,200.0,200,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,8.0,8.044,,,,0.0,1.0,0.085,0.0,1.0,0.252,0.0,1.0,0.053,9000.0,9000.0,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.0,0.0,0,0.0,2.0,0.521,0.0,1.0,0.106,1.0,2.0,0.881,0.0,1.0,0.31,1.0,2.0,0.683,0.0,1.0,0.215,1.0,3.0,1.369,1.0,2.0,0.893,10.0,17.0,11.07,8000.0,9600.0,8148.8,40.0,40.0,40,20.0,20.0,20,0.0,0.0,0.022,28.0,28.0,28,960.0,1010.0,980.2,650.0,650.0,650,3240.0,3940.0,3265.12,6.0,9.0,4.908,0.0,0.0,0,9200.0,9200.0,9200,,,,1.0,1.0,0.611,,,,0.0,200.0,52.5,100.0,100.0,89.14,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.956,,,,0.0,1.0,0.093,0.0,1.0,0.258,0.0,0.0,0.038,9000.0,9000.0,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.0,0.0,0,0.0,1.0,0.379,0.0,1.0,0.076,1.0,2.0,0.771,0.0,1.0,0.302,0.0,2.0,0.503,0.0,1.0,0.187,1.0,3.0,1.075,1.0,2.0,0.729,14.0,21.0,15.032,8000.0,9600.0,8409.6,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.978,28.0,28.0,28,980.0,1030.0,1000.2,850.0,850.0,850,3730.0,4410.999999999998,3736.88,6.0,9.0,4.908,0.0,0.0,0,9200.0,9200.0,9200,,,,1.0,1.0,0.592,,,,0.0,200.0,48.9,80.0,80.0,72.86,350.0,350.0,350,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,70.0,70.0,70,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,8.0,8.044,,,,0.0,1.0,0.115,0.0,1.0,0.254,0.0,0.0,0.039,9000.0,9000.0,9000,,,,,,,,,,,,,,,,,,,,,,,,,50.0,50.0,50,,,,,,,,,
29,0.0,0.0,0,0.0,2.0,0.46,0.0,1.0,0.089,1.0,2.0,0.902,0.0,2.0,0.378,1.0,2.0,0.681,0.0,1.0,0.206,1.0,3.0,1.351,1.0,2.0,0.911,10.0,17.0,10.976,8000.0,9600.0,8654.4,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0.022,28.0,28.0,28,1000.0,1050.0,1020.2,1050.0,1050.0,1050,3970.0,4650.499999999999,3985.64,6.0,9.0,4.908,0.0,0.0,0,9200.0,9200.0,9200,,,,1.0,1.0,0.584,,,,0.0,200.0,58.4,100.0,100.0,90.36,100.0,100.0,100,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.956,,,,0.0,1.0,0.098,0.0,1.0,0.266,0.0,1.0,0.052,9000.0,9000.0,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.0,0.0,0,0.0,2.0,0.415,0.0,1.0,0.066,1.0,2.0,0.712,0.0,1.0,0.303,0.0,2.0,0.492,0.0,1.0,0.181,1.0,3.0,1.092,1.0,2.0,0.761,9.0,16.0,9.901,8000.0,9600.0,8736,20.0,20.0,20,20.0,20.0,20,1.0,1.0,0.978,28.0,28.0,28,1040.0,1090.0,1060.2,1250.0,1250.0,1250,4110.0,4790.0,4106.18,6.0,9.0,4.908,0.0,0.0,0,9200.0,9200.0,9200,,,,1.0,1.0,0.607,,,,0.0,200.0,48.4,80.0,80.0,72.14,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,8.0,8.044,,,,0.0,1.0,0.098,0.0,1.0,0.25,0.0,0.0,0.045,9000.0,9000.0,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.0,0.0,0,0.0,2.0,0.493,0.0,1.0,0.098,1.0,2.0,0.877,0.0,1.0,0.346,1.0,2.0,0.713,0.0,1.0,0.23,1.0,3.0,1.333,1.0,2.0,0.888,10.0,18.0,10.953,8000.0,9600.0,8761.6,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0.022,28.0,28.0,28,1060.0,1110.0,1080.2,1450.0,1450.0,1450,4400.0,5100.0,4403.48,6.0,9.0,4.908,40.0,40.0,40,9200.0,9200.0,9200,,,,1.0,1.0,0.593,,,,0.0,200.0,57.6,100.0,100.0,89.7,150.0,150.0,150,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,20.0,20,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.956,,,,0.0,1.0,0.1,0.0,1.0,0.252,0.0,1.0,0.055,9000.0,9000.0,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.0,0.0,0,0.0,2.0,0.419,0.0,1.0,0.059,1.0,2.0,0.7,0.0,1.0,0.293,0.0,2.0,0.544,0.0,1.0,0.179,1.0,3.0,1.106,1.0,2.0,0.722,9.0,16.0,9.863,8000.0,9600.0,8617.6,30.0,30.0,30,20.0,20.0,20,1.0,1.0,0.978,28.0,28.0,28,1110.0,1160.0,1130.2,150.0,150.0,150,4520.0,5220.0,4522.74,6.0,12.0,5.958,80.0,80.0,80,9200.0,9200.0,9200,,,,1.0,1.0,0.604,,,,0.0,200.0,47.2,80.0,80.0,72.06,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,20.0,20,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,8.0,8.044,,,,0.0,1.0,0.096,0.0,1.0,0.252,0.0,0.0,0.048,9000.0,9000.0,9000,1500.0,1500.0,1500,0.0,3.0,1.05,0.0,1.0,0.299,0.0,1.0,0.35,0.0,1.0,0.351,0.0,1.0,0.299,0.0,1.0,0.351,,,,,,,,,,,,,,,
33,0.0,0.0,0,0.0,2.0,0.5,0.0,1.0,0.096,1.0,2.0,0.877,0.0,1.0,0.336,1.0,2.0,0.671,0.0,1.0,0.233,1.0,3.0,1.376,1.0,2.0,0.889,10.0,17.0,10.827,8000.0,9600.0,8433.6,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0.022,28.0,28.0,28,1130.0,1180.0,1150.2,350.0,350.0,350,4860.0,5580.0,4869.2,6.0,12.0,5.958,120.0,120.0,120,9200.0,9200.0,9200,,,,1.0,1.0,0.608,,,,0.0,200.0,56.9,100.0,100.0,89.56,200.0,200.0,200,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,20.0,20,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.956,,,,0.0,1.0,0.106,0.0,1.0,0.23,0.0,1.0,0.056,9000.0,9000.0,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,0.0,0.0,0,0.0,2.0,0.435,0.0,1.0,0.073,1.0,2.0,0.705,0.0,1.0,0.292,0.0,2.0,0.537,0.0,1.0,0.16,1.0,3.0,1.124,1.0,2.0,0.696,9.0,16.0,9.859,8000.0,9600.0,8244.8,40.0,40.0,40,20.0,20.0,20,1.0,1.0,0.978,28.0,28.0,28,1190.0,1240.0,1210.2,550.0,550.0,550,4980.0,5700.0,4986.14,6.0,12.0,5.958,160.0,160.0,160,9200.0,9200.0,9200,,,,1.0,1.0,0.634,,,,0.0,200.0,45.2,80.0,80.0,71.74,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,20.0,20,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,8.0,8.044,,,,0.0,1.0,0.072,0.0,1.0,0.228,0.0,1.0,0.066,9000.0,9000.0,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0.0,0.0,0,0.0,2.0,0.491,0.0,1.0,0.089,1.0,3.0,0.948,0.0,1.0,0.365,1.0,2.0,0.65,0.0,1.0,0.251,1.0,3.0,1.309,1.0,2.0,0.875,14.0,22.0,15.753,8000.0,9600.0,8683.2,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0.022,28.0,28.0,28,1210.0,1260.0,1230.2,750.0,750.0,750,5870.0,6591.0,5887.48,6.0,12.0,5.958,0.0,0.0,0,9200.0,9200.0,9200,,,,1.0,1.0,0.622,,,,0.0,200.0,61.6,100.0,100.0,89.74,350.0,350.0,350,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,70.0,70.0,70,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.956,,,,0.0,1.0,0.091,0.0,1.0,0.234,0.0,1.0,0.053,9000.0,9000.0,9000,,,,,,,,,,,,,,,,,,,,,,400.0,400.0,400,50.0,50.0,50,,,,,,,,,
36,0.0,0.0,0,0.0,2.0,0.414,0.0,1.0,0.068,1.0,2.0,0.718,0.0,1.0,0.284,0.0,2.0,0.538,0.0,1.0,0.179,1.0,3.0,1.095,1.0,2.0,0.726,9.0,16.0,9.919,8000.0,9600.0,8683.2,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.978,28.0,28.0,28,1230.0,1280.0,1250.2,950.0,950.0,950,6090.0,6830.0,6105.94,6.0,12.0,5.958,40.0,40.0,40,9200.0,9200.0,9200,,,,1.0,1.0,0.602,,,,0.0,200.0,46.3,80.0,80.0,72.16,100.0,100.0,100,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,20.0,20,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,8.0,8.044,,,,0.0,1.0,0.099,0.0,1.0,0.246,0.0,1.0,0.053,9000.0,9000.0,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.0,0.0,0,0.0,2.0,0.491,0.0,1.0,0.092,1.0,3.0,0.905,0.0,2.0,0.383,0.0,2.0,0.625,0.0,1.0,0.23,1.0,3.0,1.335,1.0,2.0,0.917,10.0,17.0,10.855,9600.0,9600.0,9081.6,20.0,20.0,20,20.0,20.0,20,0.0,0.0,0.022,28.0,28.0,28,1270.0,1320.0,1290.2,1150.0,1150.0,1150,6250.0,6970.999999999998,6256.98,6.0,12.0,5.958,80.0,80.0,80,9200.0,9200.0,9200,,,,1.0,1.0,0.596,,,,0.0,200.0,61.3,100.0,100.0,89.74,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,20.0,20.0,20,20.0,20.0,20,40.0,40.0,40,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.956,,,,0.0,1.0,0.108,0.0,1.0,0.249,0.0,0.0,0.047,9000.0,9000.0,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0.0,0.0,0,0.0,2.0,0.403,0.0,1.0,0.085,1.0,2.0,0.718,0.0,1.0,0.311,0.0,2.0,0.589,0.0,1.0,0.172,1.0,3.0,1.013,1.0,2.0,0.731,9.0,16.0,10.081,8000.0,9600.0,8744,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.978,28.0,28.0,28,1290.0,1340.0,1310.2,1350.0,1350.0,1350,6510.0,7280.999999999999,6519.66,6.0,12.0,5.958,80.0,80.0,80,9200.0,9200.0,9200,,,,1.0,1.0,0.583,,,,0.0,200.0,48.3,80.0,80.0,72.38,150.0,150.0,150,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28.004,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,8.0,8.044,,,,0.0,1.0,0.103,0.0,1.0,0.253,0.0,1.0,0.061,9000.0,9000.0,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8,,,,,,
39,0.0,0.0,0,0.0,2.0,0.511,0.0,1.0,0.112,1.0,2.0,0.873,0.0,2.0,0.395,1.0,2.0,0.66,0.0,1.0,0.219,1.0,3.0,1.327,1.0,2.0,0.881,10.0,18.0,11.069,8000.0,9600.0,8468.8,30.0,30.0,30,20.0,20.0,20,0.0,0.0,0.022,28.0,28.0,28.002,1340.0,1390.0,1360.2,50.0,50.0,50.5,6660.0,7440.5,6670.4,6.0,15.0,7.026,80.0,80.0,80,9200.0,9200.0,9200,0.0,0.0,8.5,1.0,1.0,0.594,,,,0.0,200.0,61.4,100.0,100.0,89.34,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28.004,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.956,,,,0.0,1.0,0.087,0.0,1.0,0.264,0.0,1.0,0.055,9000.0,9000.0,8991,1500.0,1500.0,1500,0.0,3.0,1.068,0.0,1.0,0.314,0.0,1.0,0.356,0.0,1.0,0.33,0.0,1.0,0.314,0.0,1.0,0.33,,,,,,,,,,,,,,,
