day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,checkin_missed_p50,checkin_missed_p95,checkin_missed_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,diamonds_in_monthly_card_p50,diamonds_in_monthly_card_p95,diamonds_in_monthly_card_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,energy_out_hatching_p50,energy_out_hatching_p95,energy_out_hatching_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_board_clear_p50,gold_in_board_clear_p95,gold_in_board_clear_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_monthly_card_p50,gold_in_monthly_card_p95,gold_in_monthly_card_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,love_petals_in_monthly_card_p50,love_petals_in_monthly_card_p95,love_petals_in_monthly_card_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean,energy_out_workshop_p50,energy_out_workshop_p95,energy_out_workshop_mean,energy_out_workshop_unbox_p50,energy_out_workshop_unbox_p95,energy_out_workshop_unbox_mean,love_petals_in_workshop_p50,love_petals_in_workshop_p95,love_petals_in_workshop_mean,workshop_box_cat_accessory_p50,workshop_box_cat_accessory_p95,workshop_box_cat_accessory_mean,workshop_box_flower_seed_p50,workshop_box_flower_seed_p95,workshop_box_flower_seed_mean,workshop_box_furniture_component_p50,workshop_box_furniture_component_p95,workshop_box_furniture_component_mean,workshop_had_cat_accessory_p50,workshop_had_cat_accessory_p95,workshop_had_cat_accessory_mean,workshop_had_furniture_component_p50,workshop_had_furniture_component_p95,workshop_had_furniture_component_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,gold_out_capacity_expansion_p50,gold_out_capacity_expansion_p95,gold_out_capacity_expansion_mean,cats_out_adoption_p50,cats_out_adoption_p95,cats_out_adoption_mean,love_petals_in_adoption_p50,love_petals_in_adoption_p95,love_petals_in_adoption_mean
50,0.0,0.0,0,0.0,2.0,0.388,0.0,1.0,0.087,1.0,2.0,0.761,0.0,1.0,0.308,0.0,2.0,0.552,0.0,1.0,0.177,1.0,3.0,1.152,1.0,2.0,0.764,12.0,19.0,11.942,6000.0,7500.0,6007.5,0.0,1.0,0.12,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.801,28.0,31.0,27.665,1660.0,1740.0,1652.26,500.0,1250.0,534.25,7750.0,9470.0,5221.27,14.0,54.0,17.104,50.0,50.0,50,4700.0,4700.0,4700,4250.0,4250.0,3060,1.0,1.0,0.585,,,,0.0,200.0,48.5,80.0,100.0,76.02,100.0,100.0,88,100.0,100.0,100,,,,100.0,100.0,99.3,28.0,32.0,29.728,20.0,20.0,20,20.0,70.0,41.63,,,,5000.0,5000.0,5000,2.0,2.0,1.986,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.378,0.0,1.0,0.094,0.0,1.0,0.271,0.0,0.049999999999954525,0.05,0.0,0.0,0.8,0.0,6000.0,1083,1500.0,1500.0,843,0.0,3.0,0.606,0.0,1.0,0.174,0.0,1.0,0.202,0.0,1.0,0.186,0.0,1.0,0.174,0.0,1.0,0.186,,,,,,,0.0,8000.0,480,0.0,3.0,0.443,0.0,90.0,14.829
51,0.0,0.0,0,0.0,2.0,0.469,0.0,1.0,0.08,1.0,2.0,0.871,0.0,1.0,0.324,0.0,2.0,0.626,0.0,1.0,0.22,1.0,3.0,1.355,1.0,2.0,0.848,10.0,18.0,11.24,6000.0,7500.0,6072.5,0.0,1.0,0.112,20.0,20.0,17.76,20.0,20.0,20,0.0,1.0,0.201,28.0,32.0,28.238,1690.0,1780.0,1690.87,700.0,1450.0,686.5,7645.0,9591.0,5050.85,12.0,29.0,13.719,50.0,50.0,50,4700.0,4700.0,4700,4250.0,4250.0,2962.25,1.0,1.0,0.614,,,,0.0,200.0,54.4,80.0,100.0,86.48,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,99.3,28.0,32.0,29.884,20.0,20.0,20,20.0,70.0,28.19,,,,5000.0,5000.0,5000,2.0,2.0,1.986,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.586,0.0,1.0,0.092,0.0,1.0,0.242,0.0,1.0,0.052,0.0,0.0,0.85,0.0,3000.0,909,0.0,1500.0,676.5,0.0,3.0,0.444,0.0,1.0,0.161,0.0,1.0,0.148,0.0,1.0,0.142,0.0,1.0,0.161,0.0,1.0,0.142,,,,,,,0.0,0.0,312,0.0,1.0,0.124,0.0,45.0,4.361
52,0.0,0.0,0,0.0,2.0,0.384,0.0,1.0,0.063,1.0,2.0,0.807,0.0,1.0,0.311,0.0,2.0,0.547,0.0,1.0,0.215,1.0,3.0,1.117,1.0,2.0,0.756,9.0,16.0,10.219,6000.0,7500.0,6065,0.0,1.0,0.107,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.797,28.0,32.0,28.781,1710.0,1800.0,1711.37,650.0,1400.0,731,2600.0,9870.5,5033.92,12.0,27.0,12.642,50.0,50.0,50,4700.0,4700.0,4700,4250.0,4250.0,2482,1.0,1.0,0.607,,,,0.0,200.0,52.6,80.0,100.0,76.32,150.0,150.0,133.95,100.0,100.0,100,,,,100.0,100.0,99.8,32.0,32.0,30.024,20.0,20.0,20,20.0,50.0,22.86,,,,5000.0,5000.0,5000,2.0,2.0,1.996,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.4,0.0,1.0,0.087,0.0,1.0,0.257,0.0,0.0,0.049,0.0,0.0,0.5,0.0,6000.0,1410,1500.0,1500.0,763.5,0.0,3.0,0.513,0.0,1.0,0.175,0.0,1.0,0.171,0.0,1.0,0.163,0.0,1.0,0.175,0.0,1.0,0.163,,,,,,,0.0,0.0,280,0.0,0.0,0.041,0.0,0.0,1.27
53,0.0,0.0,0,0.0,2.0,0.466,0.0,1.0,0.096,1.0,2.0,0.911,0.0,1.0,0.326,0.0,2.0,0.616,0.0,1.0,0.209,1.0,3.0,1.271,1.0,2.0,0.901,9.0,17.0,10.823,6000.0,7500.0,6122,0.0,1.0,0.075,30.0,30.0,27.75,20.0,20.0,20,0.0,1.0,0.203,28.0,32.0,29.263,1760.0,1850.0,1759.32,850.0,1350.0,745.75,2465.0,9990.5,5094.12,12.0,27.0,12.732,50.0,50.0,50,4700.0,4700.0,4700,0.0,4250.0,2078.25,1.0,1.0,0.597,,,,0.0,200.0,53.5,80.0,100.0,86.6,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,99.9,32.0,32.0,30.064,20.0,20.0,20,20.0,20.0,20.82,,,,5000.0,5000.0,5000,2.0,2.0,1.998,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.592,0.0,1.0,0.102,0.0,1.0,0.25,0.0,1.0,0.051,0.0,0.0,0.2,3000.0,6000.0,1698,1500.0,1500.0,909,0.0,3.0,0.687,0.0,1.0,0.189,0.0,1.0,0.229,0.0,1.0,0.188,0.0,1.0,0.189,0.0,1.0,0.188,,,,,,,0.0,0.0,80,0.0,0.0,0.007,0.0,0.0,0.223
54,0.0,0.0,0,0.0,2.0,0.409,0.0,1.0,0.077,1.0,2.0,0.77,0.0,1.0,0.326,0.0,2.0,0.564,0.0,1.0,0.189,1.0,3.0,1.12,1.0,2.0,0.748,9.0,16.0,10.145,6000.0,7500.0,6094.5,0.0,1.0,0.1,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.797,28.0,32.0,29.621,1780.0,1870.0,1779.37,800.0,1300.0,702,2675.0,10281.0,5337.5,12.0,27.0,12.835,50.0,50.0,50,4700.0,4700.0,4700,0.0,4250.0,1542.75,1.0,1.0,0.604,,,,0.0,200.0,51.5,80.0,100.0,75.88,200.0,200.0,180,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.096,20.0,20.0,20,20.0,20.0,20.78,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.406,0.0,1.0,0.103,0.0,1.0,0.247,0.0,0.0,0.046,0.0,0.0,0.05,3000.0,3000.0,2046,1500.0,1500.0,1155,0.0,3.0,0.75,0.0,1.0,0.251,0.0,1.0,0.25,0.0,1.0,0.269,0.0,1.0,0.251,0.0,1.0,0.269,,,,,,,0.0,0.0,64,0.0,0.0,0.005,0.0,0.0,0.133
55,0.0,0.0,0,0.0,2.0,0.491,0.0,1.0,0.075,1.0,2.0,0.914,0.0,1.0,0.348,1.0,2.0,0.636,0.0,1.0,0.182,1.0,3.0,1.335,1.0,2.0,0.816,9.0,17.0,10.671,6000.0,7500.0,6089,0.0,1.0,0.104,40.0,40.0,35.84,20.0,20.0,20,0.0,1.0,0.203,29.0,32.0,29.864,1840.0,1930.0,1835.36,750.0,1250.0,670.25,2805.0,10440.5,5444.62,13.0,27.0,13.19,50.0,50.0,50,4700.0,4700.0,4700,0.0,4250.0,1032.75,1.0,1.0,0.611,,,,0.0,200.0,53,80.0,100.0,86.12,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.112,20.0,20.0,20,20.0,20.0,20.44,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.594,0.0,1.0,0.084,0.0,1.0,0.258,0.0,0.0,0.047,0.0,0.0,0.15,3000.0,6000.0,2622,1500.0,1500.0,1077,0.0,3.0,0.795,0.0,1.0,0.222,0.0,1.0,0.265,0.0,1.0,0.231,0.0,1.0,0.222,0.0,1.0,0.231,,,,,,,0.0,0.0,32,,,,,,
56,0.0,0.0,0,0.0,2.0,0.43,0.0,1.0,0.071,1.0,2.0,0.771,0.0,1.0,0.333,0.0,2.0,0.556,0.0,1.0,0.207,1.0,3.0,1.112,1.0,2.0,0.723,14.0,21.0,14.461,6000.0,7500.0,6057.5,0.0,1.0,0.11,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.797,30.0,32.0,30.006,1860.0,1950.0,1855.36,950.0,1450.0,896.75,3310.0,10890.0,5885.58,13.0,27.0,13.976,50.0,50.0,50,4700.0,4700.0,4700,0.0,4250.0,603.5,1.0,1.0,0.604,,,,0.0,200.0,54,80.0,100.0,75.46,350.0,350.0,311.5,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.112,20.0,20.0,20,70.0,70.0,64.59,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.406,0.0,1.0,0.099,0.0,1.0,0.242,0.0,1.0,0.055,,,,3000.0,3000.0,2574,1500.0,1500.0,1296,0.0,3.0,0.876,0.0,1.0,0.294,0.0,1.0,0.292,0.0,1.0,0.278,0.0,1.0,0.294,0.0,1.0,0.278,,,,50.0,50.0,44.5,,,,,,,,,
57,0.0,0.0,0,0.0,2.0,0.482,0.0,1.0,0.107,1.0,2.0,0.862,0.0,1.0,0.361,0.0,2.0,0.617,0.0,1.0,0.226,1.0,3.0,1.273,1.0,2.0,0.869,9.0,18.0,10.894,6000.0,7500.0,6158,0.0,1.0,0.112,0.0,0.0,0,20.0,20.0,20,0.0,1.0,0.203,31.0,32.0,30.068,1880.0,1970.0,1875.36,900.0,1400.0,851.25,3505.0,11150.0,6119.38,13.5,27.0,13.997,50.0,50.0,50,4700.0,4700.0,4700,0.0,4250.0,263.5,1.0,1.0,0.58,,,,0.0,200.0,58.7,80.0,100.0,86.3,100.0,100.0,88.8,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.112,20.0,20.0,20,20.0,20.0,20.75,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.594,0.0,1.0,0.102,0.0,1.0,0.262,0.0,1.0,0.056,,,,3000.0,6000.0,3324,1500.0,1500.0,1158,0.0,3.0,0.771,0.0,1.0,0.259,0.0,1.0,0.257,0.0,1.0,0.256,0.0,1.0,0.259,0.0,1.0,0.256,,,,,,,,,,,,,,,
58,0.0,0.0,0,0.0,2.0,0.421,0.0,1.0,0.088,1.0,2.0,0.813,0.0,1.0,0.284,0.0,2.0,0.526,0.0,1.0,0.184,1.0,3.0,1.15,1.0,2.0,0.737,9.0,17.0,10.248,6000.0,7500.0,6021,0.0,1.0,0.094,20.0,20.0,18.12,20.0,20.0,20,1.0,1.0,0.797,32.0,32.0,30.102,1920.0,1990.0,1913.48,600.0,1350.0,734.25,3625.0,11290.5,6241.82,14.0,27.0,14.393,50.0,50.0,50,4700.0,4700.0,4700,0.0,0.0,144.5,1.0,1.0,0.619,,,,0.0,200.0,46.8,80.0,100.0,75.64,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.112,20.0,20.0,20,20.0,20.0,20.3,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.406,0.0,1.0,0.084,0.0,1.0,0.246,0.0,1.0,0.051,,,,3000.0,6000.0,3519,1500.0,1500.0,1153.5,0.0,3.0,0.696,0.0,1.0,0.257,0.0,1.0,0.232,0.0,1.0,0.28,0.0,1.0,0.257,0.0,1.0,0.28,,,,,,,,,,,,,,,
59,0.0,0.0,0,0.0,2.0,0.468,0.0,1.0,0.09,1.0,3.0,0.892,0.0,1.0,0.331,1.0,2.0,0.647,0.0,1.0,0.228,1.0,3.0,1.256,1.0,2.0,0.885,9.0,17.0,10.74,6000.0,7500.0,6061.5,0.0,1.0,0.106,0.0,0.0,0,20.0,20.0,20,0.0,1.0,0.203,32.0,32.0,30.111,1940.0,2010.0,1933.48,550.0,1300.0,587,3910.0,11570.5,6518.4,14.0,27.0,14.519,50.0,50.0,50,4700.0,4700.0,4700,0.0,0.0,38.25,1.0,1.0,0.6,,,,0.0,200.0,55.9,80.0,100.0,86.58,150.0,150.0,134.1,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.112,20.0,20.0,20,20.0,20.0,20.63,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.594,0.0,1.0,0.104,0.0,1.0,0.25,0.0,0.0,0.046,,,,3000.0,6000.0,3651,1500.0,1500.0,1158,0.0,3.0,0.756,0.0,1.0,0.255,0.0,1.0,0.252,0.0,1.0,0.265,0.0,1.0,0.255,0.0,1.0,0.265,,,,,,,,,,,,,,,
60,0.0,0.0,0,0.0,1.0,0.367,0.0,1.0,0.066,1.0,2.0,0.76,0.0,1.0,0.299,0.0,2.0,0.572,0.0,1.0,0.201,1.0,3.0,1.155,1.0,2.0,0.783,9.0,16.0,10.109,6000.0,7500.0,5994,0.0,1.0,0.104,30.0,30.0,26.88,20.0,20.0,20,1.0,1.0,0.797,32.0,32.0,30.112,1980.0,2060.0,1980.36,500.0,1250.0,502.25,4090.0,11661.0,6645.12,15.0,27.0,14.723,50.0,50.0,50,4700.0,4700.0,4700,0.0,0.0,4.25,1.0,1.0,0.612,,,,0.0,200.0,50,80.0,100.0,76.72,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.112,20.0,20.0,20,20.0,20.0,20.66,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.406,0.0,1.0,0.095,0.0,1.0,0.249,0.0,0.0,0.044,,,,3000.0,6000.0,3564,1500.0,1500.0,1216.5,0.0,3.0,0.864,0.0,1.0,0.247,0.0,1.0,0.288,0.0,1.0,0.276,0.0,1.0,0.247,0.0,1.0,0.276,,,,,,,,,,,,,,,
61,0.0,0.0,0,0.0,2.0,0.512,0.0,1.0,0.09,1.0,2.0,0.868,0.0,1.0,0.344,0.0,2.0,0.624,0.0,1.0,0.215,1.0,3.0,1.289,1.0,2.0,0.855,9.0,17.0,10.731,6000.0,7500.0,6022.5,0.0,1.0,0.108,0.0,0.0,0,20.0,20.0,20,0.0,1.0,0.203,32.0,32.0,30.112,2000.0,2080.0,2000.36,700.0,1450.0,702.25,4365.0,12020.0,6965.12,15.0,28.0,15.047,75.0,75.0,75,4700.0,4700.0,4700,,,,1.0,1.0,0.585,,,,0.0,200.0,55.9,80.0,100.0,85.7,200.0,200.0,178.4,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.112,20.0,20.0,20,20.0,20.0,20.69,25.0,25.0,25,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.594,0.0,1.0,0.099,0.0,1.0,0.257,0.0,1.0,0.059,,,,3000.0,3000.0,3000,1500.0,1500.0,1500,0.0,3.0,1.014,0.0,1.0,0.333,0.0,1.0,0.338,0.0,1.0,0.329,0.0,1.0,0.333,0.0,1.0,0.329,,,,,,,,,,,,,,,
62,0.0,0.0,0,0.0,2.0,0.436,0.0,1.0,0.075,1.0,2.0,0.769,0.0,1.0,0.313,0.0,2.0,0.559,0.0,1.0,0.182,1.0,3.0,1.105,1.0,2.0,0.764,9.0,16.0,10.112,6000.0,7500.0,6051,0.0,1.0,0.093,40.0,40.0,36.28,20.0,20.0,20,1.0,1.0,0.797,32.0,32.0,30.112,2060.0,2140.0,2056.64,900.0,1400.0,804.75,4490.0,12140.5,7089.96,15.0,27.049999999999955,14.963,100.0,100.0,100,4700.0,4700.0,4700,,,,1.0,1.0,0.598,,,,0.0,200.0,49.5,80.0,100.0,75.34,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.112,20.0,20.0,20,20.0,20.0,21.05,25.0,25.0,25,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.406,0.0,1.0,0.101,0.0,1.0,0.248,0.0,1.0,0.053,,,,3000.0,6000.0,3195,1500.0,1500.0,1402.5,0.0,3.0,0.966,0.0,1.0,0.287,0.0,1.0,0.322,0.0,1.0,0.326,0.0,1.0,0.287,0.0,1.0,0.326,,,,,,,,,,,,,,,
63,0.0,0.0,0,0.0,2.0,0.476,0.0,1.0,0.079,1.0,2.0,0.825,0.0,1.0,0.386,0.0,2.0,0.604,0.0,1.0,0.236,1.0,3.0,1.354,1.0,2.0,0.837,14.0,21.049999999999955,15.156,6000.0,7500.0,6083,0.0,1.0,0.106,0.0,0.0,0,20.0,20.0,20,0.0,1.0,0.203,32.0,32.0,30.112,2080.0,2160.0,2076.64,850.0,1350.0,817.25,5215.0,12860.0,7801.48,16.0,28.0,15.827,0.0,0.0,0,4700.0,4700.0,4700,,,,1.0,1.0,0.581,,,,0.0,200.0,62.2,80.0,100.0,86.42,350.0,350.0,312.9,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.112,20.0,20.0,20,70.0,70.0,64.73,25.0,25.0,25,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.594,0.0,1.0,0.099,0.0,1.0,0.271,0.0,0.0,0.049,,,,3000.0,6000.0,3375,1500.0,1500.0,1312.5,0.0,3.0,0.894,0.0,1.0,0.288,0.0,1.0,0.298,0.0,1.0,0.289,0.0,1.0,0.288,0.0,1.0,0.289,250.0,250.0,250,50.0,50.0,44.7,,,,,,,,,
64,0.0,0.0,0,0.0,2.0,0.435,0.0,1.0,0.062,1.0,2.0,0.797,0.0,1.0,0.3,0.0,2.0,0.529,0.0,1.0,0.186,1.0,3.0,1.159,1.0,2.0,0.735,9.0,16.0,10.008,6000.0,7500.0,5981,0.0,1.0,0.1,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.797,32.0,32.0,30.112,2100.0,2180.0,2096.64,800.0,1300.0,762.25,5445.0,13070.5,8015.44,16.0,28.0,15.155,25.0,25.0,25,4700.0,4700.0,4700,,,,1.0,1.0,0.604,,,,0.0,200.0,48.6,80.0,100.0,75.36,100.0,100.0,90,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.112,20.0,20.0,20,20.0,21.499999999998636,21.5,25.0,25.0,25,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.406,0.0,1.0,0.1,0.0,1.0,0.246,0.0,0.049999999999954525,0.05,,,,3000.0,6000.0,3510,1500.0,1500.0,1245,0.0,3.0,0.828,0.0,1.0,0.267,0.0,1.0,0.276,0.0,1.0,0.287,0.0,1.0,0.267,0.0,1.0,0.287,,,,,,,,,,,,,,,
65,0.0,0.0,0,0.0,2.0,0.491,0.0,1.0,0.085,1.0,2.0,0.869,0.0,1.0,0.325,0.0,2.0,0.612,0.0,1.0,0.22,1.0,3.0,1.333,1.0,2.0,0.862,9.0,17.0,10.731,6000.0,7500.0,5974.5,0.0,1.0,0.104,20.0,20.0,17.92,20.0,20.0,20,0.0,1.0,0.203,32.0,32.0,30.112,2140.0,2220.0,2134.56,500.0,1250.0,627.75,5560.0,13210.5,8156.06,16.0,28.0,15.305,50.0,50.0,50,4700.0,4700.0,4700,,,,1.0,1.0,0.62,,,,0.0,200.0,54.5,80.0,100.0,86.12,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.112,20.0,20.0,20,20.0,20.0,20.63,25.0,25.0,25,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.594,0.0,1.0,0.081,0.0,1.0,0.258,0.0,0.0,0.041,,,,3000.0,6000.0,3669,1500.0,1500.0,1165.5,0.0,3.0,0.78,0.0,1.0,0.273,0.0,1.0,0.26,0.0,1.0,0.244,0.0,1.0,0.273,0.0,1.0,0.244,,,,,,,,,,,,,,,
66,0.0,0.0,0,0.0,2.0,0.432,0.0,1.0,0.067,1.0,2.0,0.795,0.0,1.0,0.315,0.0,2.0,0.582,0.0,1.0,0.177,1.0,3.0,1.13,1.0,2.0,0.705,9.0,16.0,10.055,6000.0,7500.0,6018,0.0,1.0,0.097,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.797,32.0,32.0,30.111,2160.0,2240.0,2154.56,700.0,1450.0,827.75,5840.0,13460.499999999998,8416.13,17.0,28.0,15.585,75.0,75.0,75,4700.0,4700.0,4700,,,,1.0,1.0,0.601,,,,0.0,200.0,49.2,80.0,100.0,75.42,150.0,150.0,135.45,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.112,20.0,20.0,20,20.0,20.0,20.65,25.0,25.0,25,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.406,0.0,1.0,0.101,0.0,1.0,0.247,0.0,1.0,0.051,,,,3000.0,3000.0,3000,1500.0,1500.0,1500,0.0,3.0,0.885,0.0,1.0,0.342,0.0,1.0,0.295,0.0,1.0,0.363,0.0,1.0,0.342,0.0,1.0,0.363,,,,,,,,,,0.0,0.0,0.001,0.0,0.0,0.045
67,0.0,0.0,0,0.0,2.0,0.497,0.0,1.0,0.1,1.0,2.0,0.843,0.0,1.0,0.324,1.0,2.0,0.637,0.0,1.0,0.215,1.0,3.0,1.341,1.0,2.0,0.84,10.0,17.0,10.991,6000.0,7500.0,5971.5,0.0,1.0,0.109,30.0,30.0,26.73,20.0,20.0,20,0.0,1.0,0.203,32.0,32.0,30.112,2200.0,2290.0,2201.29,650.0,1400.0,684.5,5995.0,13631.5,8556.03,17.0,28.0,15.933,100.0,100.0,100,4700.0,4700.0,4700,0.0,0.0,4.25,1.0,1.0,0.57,,,,0.0,200.0,53.9,80.0,100.0,86,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.112,20.0,20.0,20,20.0,20.0,20.45,25.0,25.0,25,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.594,0.0,1.0,0.102,0.0,1.0,0.286,0.0,0.0,0.042,,,,3000.0,6000.0,3681,1500.0,1500.0,1158,0.0,3.0,0.798,0.0,1.0,0.265,0.0,1.0,0.266,0.0,1.0,0.241,0.0,1.0,0.265,0.0,1.0,0.241,,,,,,,,,,,,,,,
